item,itemLabel,itemDescription,coordinate,instance_ofLabel,named_afters,named_afterLabel,named_afterDescriptions,named_after_instance_ofLabels,named_after_genderLabel,postal_codes,length,inception,place_of_birth,place_of_death,citizenships,occupations,birth_years,death_years
http://www.wikidata.org/entity/Q67441841,Roßbachstraße,Straße in Dresden,Point(13.754481 51.054261),Innerortsstraße,http://www.wikidata.org/entity/Q98519,Arwed Roßbach,,,männlich,01069,,,Plauen,Leipzig,Deutschland,Architekt,1844,1902
http://www.wikidata.org/entity/Q67444292,Mathildenstraße,Straße in Dresden,Point(13.75255 51.048989),Innerortsstraße,http://www.wikidata.org/entity/Q62284,Mathilde von Sachsen,,,weiblich,01069,,,Dresden,Dresden,Deutschland,Künstler,1863,1933
http://www.wikidata.org/entity/Q67445559,Blochmannstraße,Straße in Dresden,Point(13.754569 51.048342),Innerortsstraße,http://www.wikidata.org/entity/Q2173825,Rudolf Sigismund Blochmann,,,männlich,01069,,,Reichstädt,Dresden,Deutschland,Erfinder,1784,1871
http://www.wikidata.org/entity/Q67604098,Devrientstraße,Straße in Dresden,Point(13.731281 51.057407),Innerortsstraße,http://www.wikidata.org/entity/Q95358,Gustav Emil Devrient,,,männlich,01067,,,Berlin,Dresden,Königreich Preußen,"Bühnenschauspieler, Schauspieler",1803,1872
http://www.wikidata.org/entity/Q61791384,Güntzstraße,Straße in Dresden,Point(13.7575 51.0507),Innerortsstraße,http://www.wikidata.org/entity/Q133507,Elija,,,männlich,"01069, 01307",,,Tischbe,Jericho,Nordreich Israel,"Thaumaturg, Prophet",-903,-849
http://www.wikidata.org/entity/Q65946448,Holbeinstraße,Straße in Dresden,Point(13.774905 51.04843),Innerortsstraße,http://www.wikidata.org/entity/Q48319,Hans Holbein der Jüngere,,,männlich,"01309, 01307",,,Augsburg,London,"Schweiz,Frankreich,Heiliges Römisches Reich","Porträtist, Exlibriskünstler, Zeichner, Druckgrafiker, bildender Künstler, Maler, Illustrator, Künstler",1497,1543
http://www.wikidata.org/entity/Q63888228,Körnerplatz,Platz in Dresden,Point(13.81457 51.05417),Innerortsstraße,http://www.wikidata.org/entity/Q216013,Christian Gottfried Körner,,,männlich,01326,,,Leipzig,Berlin,"Königreich Sachsen,Kurfürstentum Sachsen","Essayist, Biograf, Jurist, Komponist, Schriftsteller",1756,1831
http://www.wikidata.org/entity/Q63888228,Körnerplatz,Platz in Dresden,Point(13.81457 51.05417),Platz,http://www.wikidata.org/entity/Q216013,Christian Gottfried Körner,,,männlich,01326,,,Leipzig,Berlin,"Königreich Sachsen,Kurfürstentum Sachsen","Essayist, Biograf, Jurist, Komponist, Schriftsteller",1756,1831
http://www.wikidata.org/entity/Q63871162,Liebigstraße,Straße in Dresden,Point(13.72238 51.03322),Innerortsstraße,http://www.wikidata.org/entity/Q16571,Justus von Liebig,,,männlich,"01187, 01069",1240,,Darmstadt,München,Großherzogtum Hessen,"Agronom, Hochschullehrer, Chemiker, Erfinder, Schriftsteller",1803,1873
http://www.wikidata.org/entity/Q67460771,Andreas-Schubert-Straße,Straße in Dresden,Point(13.736215 51.035911),Innerortsstraße,http://www.wikidata.org/entity/Q213946,Johann Andreas Schubert,,,männlich,01069,,,Wernesgrün,Dresden,Königreich Sachsen,"Bauingenieur, Hochschullehrer, Führungskraft, Bandleader, Mathematiker, Unternehmer, Ingenieur, Komponist, Wissenschaftler",1808,1870
http://www.wikidata.org/entity/Q67604175,Bernhard-von-Lindenau-Platz,Platz in Dresden,Point(13.733741 51.056035),Platz,http://www.wikidata.org/entity/Q73063,Bernhard von Lindenau,,,männlich,01067,,,Altenburg,Altenburg,"Königreich Sachsen,Sachsen-Altenburg","Astronom, Politiker, Rechtsanwalt",1779,1854
http://www.wikidata.org/entity/Q67604244,Maxstraße,Straße in Dresden,Point(13.727073 51.056821),Innerortsstraße,http://www.wikidata.org/entity/Q58023,Maximilian von Sachsen,,,männlich,01067,,,Dresden,Dresden,Königreich Sachsen,Aristokrat,1759,1838
http://www.wikidata.org/entity/Q72662468,Friedrich-Adolph-Sorge-Straße,Straße in Dresden,Point(13.82123 51.00079),Innerortsstraße,http://www.wikidata.org/entity/Q96051,Friedrich Adolf Sorge,,,männlich,01257,,,Bethau,Hoboken,"Vereinigte Staaten,Königreich Preußen","Musiklehrer, Revolutionär, Schriftsteller",1828,1906
http://www.wikidata.org/entity/Q72662468,Friedrich-Adolph-Sorge-Straße,Straße in Dresden,Point(13.82123 51.00079),Innerortsstraße,http://www.wikidata.org/entity/Q96051,Friedrich Adolf Sorge,,,männlich,01257,,,Bethau,Manhattan,"Vereinigte Staaten,Königreich Preußen","Musiklehrer, Revolutionär, Schriftsteller",1828,1906
http://www.wikidata.org/entity/Q72660992,Albert-Richter-Straße,Straße in Dresden-Langebrück,Point(13.838606 51.122108),Innerortsstraße,http://www.wikidata.org/entity/Q15431186,Albert Richter,,,männlich,01465,,,Dresden,Langebrück,Deutschland,"Tiermaler, Maler",1845,1898
http://www.wikidata.org/entity/Q72661008,Alfred-Thiele-Straße,Straße in Dresden-Naußlitz,Point(13.687497 51.032032),Innerortsstraße,http://www.wikidata.org/entity/Q17310209,Alfred Thiele,,,männlich,01159,,,,,Deutschland,Politiker,1904,1934
http://www.wikidata.org/entity/Q72661040,Rudolf-Mauersberger-Straße,Straße in Dresden-Striesen,Point(13.774499 51.040645),Innerortsstraße,http://www.wikidata.org/entity/Q456983,Rudolf Mauersberger,,,männlich,01309,,,Mauersberg,Dresden,"Deutschland,Deutsche Demokratische Republik","Chorleiter, Sänger, Dirigent, Komponist",1889,1971
http://www.wikidata.org/entity/Q66088087,Gustav-Freytag-Straße,Straße in Dresden,Point(13.810094 51.043943),Innerortsstraße,http://www.wikidata.org/entity/Q58811,Gustav Freytag,,,männlich,01277,,,Kluczbork,Wiesbaden,Königreich Preußen,"Romancier, Journalist, Dramatiker, Politiker, Schriftsteller",1816,1895
http://www.wikidata.org/entity/Q66215512,Ferdinand-Avenarius-Straße,Straße in Dresden,Point(13.812052 51.047879),Innerortsstraße,http://www.wikidata.org/entity/Q85155,Ferdinand Avenarius,,,männlich,01277,,,Berlin,Kampen,"Königreich Preußen,Deutsches Reich","Meinungsjournalist, Kunsthistoriker, Pädagoge, Dichter, Schriftsteller",1856,1923
http://www.wikidata.org/entity/Q67460253,Uhlandstraße,Straße in Dresden,Point(13.738102 51.034603),Innerortsstraße,http://www.wikidata.org/entity/Q61058,Ludwig Uhland,,,männlich,01069,,,Tübingen,Tübingen,Königreich Württemberg,"Linguist, Literaturhistoriker, Hochschullehrer, Dichterjurist, Liedtexter, Politiker, Dichter, Rechtsanwalt, Schriftsteller",1787,1862
http://www.wikidata.org/entity/Q72662495,Fritz-Schulze-Straße,Straße in Dresden,Point(13.69976 51.03095),Innerortsstraße,http://www.wikidata.org/entity/Q87054,Otto Planetta,,,männlich,01159,,,Vyškov / Wischau,Wien,Österreich,Politiker,1899,1934
http://www.wikidata.org/entity/Q65945592,Lene-Glatzer-Straße,Straße in Dresden,Point(13.791326 51.050248),Innerortsstraße,http://www.wikidata.org/entity/Q1601961,Helene Glatzer,,,weiblich,01309,,,Berlin-Neukölln,Halle,Deutschland,Politiker,1902,1935
http://www.wikidata.org/entity/Q65945613,Rosa-Menzer-Straße,Straße in Dresden,Point(13.788946 51.046716),Innerortsstraße,http://www.wikidata.org/entity/Q17126717,Rosa Menzer,,,weiblich,01309,,,Plungė,,Deutschland,Politiker,1886,1942
http://www.wikidata.org/entity/Q65945837,Tittmannstraße,Straße in Dresden,Point(13.78305 51.048279),Innerortsstraße,http://www.wikidata.org/entity/Q1730652,Karl Christian Tittmann,,,männlich,01309,,,Grimma,Dresden,Deutschland,"Hochschullehrer, Theologe",1744,1820
http://www.wikidata.org/entity/Q65946055,Hans-Böheim-Straße,Straße in Dresden,Point(13.776593 51.046006),Innerortsstraße,http://www.wikidata.org/entity/Q65005,Hans Böhm,,,männlich,01309,,,Helmstadt,Würzburg,Deutschland,"Hirte, Musiker, Prediger, Schäfer",1458,1476
http://www.wikidata.org/entity/Q65946081,Krenkelstraße,Straße in Dresden,Point(13.776226 51.04644),Innerortsstraße,http://www.wikidata.org/entity/Q6007332,Max Krenkel,,,männlich,01309,,,Chemnitz,Viktoriahaus,Deutschland,"Theologe, Privatgelehrter",1839,1901
http://www.wikidata.org/entity/Q65966579,Lipsiusstraße,Straße in Dresden,Point(13.772418 51.041565),Innerortsstraße,http://www.wikidata.org/entity/Q96786,Constantin Lipsius,,,männlich,01309,,,Leipzig,Krankenhaus Dresden-Friedrichstadt,Deutschland,"Hochschullehrer, Vorsitzender, Architekt",1832,1894
http://www.wikidata.org/entity/Q72660998,Albrechtshöhe,Straße in Dresden,Point(13.62529 51.08051),Innerortsstraße,http://www.wikidata.org/entity/Q560806,Albrecht der Beherzte,,,männlich,01156,,,Grimma,Emden,Sachsen,Politiker,1443,1500
http://www.wikidata.org/entity/Q72661014,Alojs-Andricki-Straße,Straße in Dresden-Weißer Hirsch,Point(13.829614 51.062928),Innerortsstraße,http://www.wikidata.org/entity/Q77262,Alois Andritzki,,,männlich,01324,,,Radibor,KZ Dachau,Deutsches Reich,"Widerstandskämpfer, katholischer Priester",1914,1943
http://www.wikidata.org/entity/Q72662471,Friedrich-August-Straße,Straße in Dresden,Point(13.60669 51.08999),Innerortsstraße,http://www.wikidata.org/entity/Q57320,Friedrich August III.,,,männlich,01156,,,Dresden,Szczodre,Deutschland,Monarch,1865,1932
http://www.wikidata.org/entity/Q72662473,Friedrich-Ebert-Straße,Straße in Dresden-Niedersedlitz,Point(13.82873 50.99461),Innerortsstraße,http://www.wikidata.org/entity/Q2646,Friedrich Ebert,,,männlich,01259,,,Heidelberg,Berlin,"Deutschland,Großherzogtum Baden",Politiker,1871,1925
http://www.wikidata.org/entity/Q72662478,Friedrich-Kind-Straße,Straße in Dresden,Point(13.85005 51.00977),Innerortsstraße,http://www.wikidata.org/entity/Q78246,Johann Friedrich Kind,,,männlich,01259,,,Leipzig,Dresden,Deutschland,"Librettist, Dichter, Schriftsteller",1768,1843
http://www.wikidata.org/entity/Q72662480,Friedrich-Press-Straße,Straße in Dresden,Point(13.82014 51.04828),Innerortsstraße,http://www.wikidata.org/entity/Q1461582,Friedrich Press,,,männlich,01326,,,Ascheberg,Dresden,Deutschland,Bildhauer,1904,1990
http://www.wikidata.org/entity/Q72662489,Fritz-Busch-Straße,Straße in Dresden,Point(13.77346 51.01292),Innerortsstraße,http://www.wikidata.org/entity/Q213569,Fritz Busch,,,männlich,01219,,,Siegen,London,Deutschland,"Regisseur, Musikdirektor, Pianist, Dirigent",1890,1951
http://www.wikidata.org/entity/Q72662514,Försterstraße,Straße in Dresden,Point(13.68952 51.01068),Innerortsstraße,http://www.wikidata.org/entity/Q66023,Friedrich Wilhelm Foerster,,,männlich,01189,,,Berlin,Kilchberg,Deutschland,"Philosoph, Herausgeber, Hochschullehrer, Pädagoge, Esperantist, Politiker, Lehrer",1869,1966
http://www.wikidata.org/entity/Q72662540,Georg-Estler-Straße,Straße in Dresden,Point(13.78591 51.11385),Innerortsstraße,http://www.wikidata.org/entity/Q15811692,Georg Estler,,,männlich,01109,,,Meißen,Dresden,Deutschland,Maler,1860,1954
http://www.wikidata.org/entity/Q66219481,Senefelderstraße,Straße in Dresden,Point(13.786571 51.053325),Innerortsstraße,http://www.wikidata.org/entity/Q161048,Alois Senefelder,,,männlich,"01309, 01307",,,Prag,München,Königreich Bayern,"Lithograf, Erfinder, Dramatiker, Schauspieler",1771,1834
http://www.wikidata.org/entity/Q67438782,Gutenbergstraße,Straße in Dresden,Point(13.769605 51.058009),Innerortsstraße,http://www.wikidata.org/entity/Q8958,Johannes Gutenberg,,,männlich,01307,,,Mainz,Mainz,Heiliges Römisches Reich,"Typograf, Münzmeister, Grobschmied, Graveur, Goldschmied, Erfinder, Ingenieur",1400,1468
http://www.wikidata.org/entity/Q67441295,Thomas-Müntzer-Platz,Platz in Dresden,Point(13.766742 51.059233),Platz,http://www.wikidata.org/entity/Q153981,Thomas Müntzer,,,männlich,01307,,,Stolberg,Mühlhausen/Thüringen,Heiliges Römisches Reich,"Revolutionär, Theologe, Liedtexter, Reformator, Priester",1489,1525
http://www.wikidata.org/entity/Q66217115,Schubertstraße,Straße in Dresden,Point(13.785731 51.057103),Innerortsstraße,http://www.wikidata.org/entity/Q7312,Franz Schubert,,,männlich,01307,,,Himmelpfortgrund,Wien,"Erzherzogtum Österreich,Kaisertum Österreich","Pianist, Lehrer, Komponist",1797,1828
http://www.wikidata.org/entity/Q72661726,Andersenstraße,Straße in Dresden-Kaditz,Point(13.683082 51.083939),Innerortsstraße,http://www.wikidata.org/entity/Q5673,Hans Christian Andersen,,,männlich,01139,,,Odense,,Königreich Dänemark,"Märchenerzähler, Scherenschnitt-Künstler, Reisender, Autobiograf, Librettist, Romancier, Regisseur, Kinderbuchautor, Journalist, Dramatiker, Autor, Dichter, Schriftsteller",1805,1875
http://www.wikidata.org/entity/Q72661732,Angelikastraße,Straße in Dresden,Point(13.78327 51.06811),Innerortsstraße,http://www.wikidata.org/entity/Q123098,Angelika Kauffmann,,,weiblich,01099,,,Chur,Rom,"Schweiz,Drei Bünde","Druckgrafiker, bildender Künstler, Maler, Künstler",1741,1807
http://www.wikidata.org/entity/Q67441916,Rietschelstraße,Straße in Dresden,Point(13.75375 51.052741),Innerortsstraße,http://www.wikidata.org/entity/Q515914,Ernst Rietschel,,,männlich,01069,,,Pulsnitz,Dresden,Königreich Sachsen,"bildender Künstler, Hochschullehrer, Bildhauer",1804,1861
http://www.wikidata.org/entity/Q67445717,Rathenauplatz,Platz in Dresden,Point(13.747126 51.051496),Innerortsstraße,http://www.wikidata.org/entity/Q61221,Amalie Auguste von Bayern,,,weiblich,01069,,,München,Dresden,Königreich Sachsen,,1801,1877
http://www.wikidata.org/entity/Q67445717,Rathenauplatz,Platz in Dresden,Point(13.747126 51.051496),Platz,http://www.wikidata.org/entity/Q61221,Amalie Auguste von Bayern,,,weiblich,01069,,,München,Dresden,Königreich Sachsen,,1801,1877
http://www.wikidata.org/entity/Q66214525,Draesekestraße,Straße in Dresden,Point(13.810111 51.046165),Innerortsstraße,http://www.wikidata.org/entity/Q505062,Felix Draeseke,,,männlich,01277,,,Coburg,Dresden,Herzogtum Sachsen-Coburg und Gotha,"Musikpädagoge, Theoretiker, Hochschullehrer, Komponist, Schriftsteller",1835,1913
http://www.wikidata.org/entity/Q66212928,Spohrstraße,Straße in Dresden,Point(13.813775 51.046138),Innerortsstraße,http://www.wikidata.org/entity/Q57226,Louis Spohr,,,männlich,01277,,,Braunschweig,Kassel,Herzogtum Braunschweig,"Musikpädagoge, Musikwissenschaftler, Geiger, Musiker, Dirigent, Komponist",1784,1859
http://www.wikidata.org/entity/Q67858788,Franklinstraße,Straße in Dresden,Point(13.742952 51.034471),Innerortsstraße,http://www.wikidata.org/entity/Q34969,Benjamin Franklin,,,männlich,01069,,,Boston,Philadelphia,"Vereinigte Staaten,British America","Universalgelehrter, Diplomat, Politiker, Schriftsteller",1706,1790
http://www.wikidata.org/entity/Q65945592,Lene-Glatzer-Straße,Straße in Dresden,Point(13.791326 51.050248),Innerortsstraße,http://www.wikidata.org/entity/Q79789,Friedrich I.,,,männlich,01309,,,Hagenau,Göksu,Heiliges Römisches Reich,Politiker,1122,1190
http://www.wikidata.org/entity/Q65945645,Barbarossaplatz,Platz in Dresden,Point(13.790798 51.048416),Platz,http://www.wikidata.org/entity/Q79789,Friedrich I.,,,männlich,01309,,,Hagenau,Göksu,Heiliges Römisches Reich,Politiker,1122,1190
http://www.wikidata.org/entity/Q65966591,Löscherstraße,Straße in Dresden,Point(13.782647 51.049813),Innerortsstraße,http://www.wikidata.org/entity/Q75717,Valentin Ernst Löscher,,,männlich,01309,,,Sondershausen,Dresden,Heiliges Römisches Reich,"evangelischer Theologe, Kirchenlieddichter, Superintendent, Hochschullehrer, Pastor, Schriftsteller",1673,1749
http://www.wikidata.org/entity/Q67369923,Albert-Hensel-Straße,Straße in Dresden,Point(13.729658 51.094058),Innerortsstraße,http://www.wikidata.org/entity/Q122774,Albert Hensel,,,männlich,01129,,,Dresden,Justizvollzugsanstalt Plötzensee,Deutsches Reich,"Widerstandskämpfer, Politiker",1895,1942
http://www.wikidata.org/entity/Q67367872,Virchowstraße,Straße in Dresden,Point(13.722003 51.094413),Innerortsstraße,http://www.wikidata.org/entity/Q76432,Rudolf Virchow,,,männlich,01129,,,Świdwin,Berlin,Königreich Preußen,"Paläoanthropologe, Prähistoriker, Anthropologe, Archäologe, Akademiker, Pathologe, Paläontologe, Hochschullehrer, Biologe, Politiker, Arzt, Schriftsteller",1821,1902
http://www.wikidata.org/entity/Q67440132,Bundschuhstraße,Straße in Dresden,Point(13.762643 51.057034),Innerortsstraße,http://www.wikidata.org/entity/Q165519,August Neidhardt von Gneisenau,,,männlich,01307,,,Schildau,Posen,Königreich Preußen,"Reformator, Offizier, Marschall, Politiker",1760,1831
http://www.wikidata.org/entity/Q67440132,Bundschuhstraße,Straße in Dresden,Point(13.762643 51.057034),Innerortsstraße,http://www.wikidata.org/entity/Q165519,August Neidhardt von Gneisenau,,,männlich,01307,,,Gneisenaustraße 2 Schildau,Posen,Königreich Preußen,"Reformator, Offizier, Marschall, Politiker",1760,1831
http://www.wikidata.org/entity/Q66057689,Arno-Holz-Allee,Straße in Dresden,Point(13.766793 51.071709),Innerortsstraße,http://www.wikidata.org/entity/Q64404,Arno Holz,,,männlich,01099,,,Kętrzyn,Berlin,Deutschland,"Journalist, Dramatiker, Dichter, Schriftsteller",1863,1929
http://www.wikidata.org/entity/Q66057852,Nieritzstraße,Straße in Dresden,Point(13.741466 51.062148),Innerortsstraße,http://www.wikidata.org/entity/Q1519404,Karl Gustav Nieritz,,,männlich,01097,,,Dresden,Dresden,Deutschland,"Lehrer, Schriftsteller",1795,1876
http://www.wikidata.org/entity/Q66087588,Hartigstraße,Straße in Dresden,Point(13.72861 51.072401),Innerortsstraße,http://www.wikidata.org/entity/Q1730889,Karl Ernst Hartig,,,männlich,01127,,,Stein im Chemnitztal,Dresden,Deutschland,Hochschullehrer,1836,1900
http://www.wikidata.org/entity/Q66087595,Gehestraße,Straße in Dresden,Point(13.730346 51.073585),Innerortsstraße,http://www.wikidata.org/entity/Q1448090,Franz Ludwig Gehe,,,männlich,01127,,,Oschatz,Dresden,Deutschland,"Philanthrop, Unternehmer",1810,1882
http://www.wikidata.org/entity/Q66088017,Reinhold-Becker-Straße,Straße in Dresden,Point(13.807708 51.048492),Innerortsstraße,http://www.wikidata.org/entity/Q5568327,Reinhold Becker,,,männlich,01277,,,Adorf/Vogtl.,Dresden,Deutschland,"Geiger, Hochschullehrer, Komponist",1842,1924
http://www.wikidata.org/entity/Q66088052,Liststraße,Straße in Dresden,Point(13.731806 51.076359),Innerortsstraße,http://www.wikidata.org/entity/Q159917,Friedrich List,,,männlich,01127,,,Reutlingen,Kufstein,"Vereinigte Staaten,Königreich Württemberg","Journalist, Hochschullehrer, Wirtschaftswissenschaftler, Diplomat, Unternehmer, Politiker, Schriftsteller",1789,1846
http://www.wikidata.org/entity/Q66088080,Harkortstraße,Straße in Dresden,Point(13.731457 51.077237),Innerortsstraße,http://www.wikidata.org/entity/Q1555910,Gustav Harkort,,,männlich,01127,,,Haus Harkorten,Leipzig,Deutschland,"Bankier, Politiker",1795,1865
http://www.wikidata.org/entity/Q67868695,Oskarstraße,Straße in Dresden,Point(13.761564 51.031545),Innerortsstraße,http://www.wikidata.org/entity/Q52924,Oskar II.,,,männlich,01219,,,Stockholm,Stockholm,Schweden,Monarch,1829,1907
http://www.wikidata.org/entity/Q72661741,Anton-Weck-Straße,Straße in Dresden-Löbtau,Point(13.70194 51.04094),Innerortsstraße,http://www.wikidata.org/entity/Q1478812,Anton Weck,,,männlich,01159,,,Annaberg-Buchholz,Bautzen,Deutschland,"Archivar, Schriftsteller",1623,1680
http://www.wikidata.org/entity/Q72661756,Arno-Schellenberg-Straße,Straße in Dresden-Nickern,Point(13.788264 50.990453),Innerortsstraße,http://www.wikidata.org/entity/Q694529,Arno Schellenberg,,,männlich,01239,,,Berlin,Dresden,"Deutschland,Deutsche Demokratische Republik","Opernsänger, Hochschullehrer, Sänger",1903,1983
