Ident;Straßenschlüssel;Straßenname;Ungerade Hausnummer von;Ungerade Hausnummer bis;Gerade Hausnummer von;Gerade Hausnummer bis;Stadtbezirk/Ortschaft;Gemarkung;Statistischer Bezirk;Finanzamtsbereich;PLZ;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlkreis
5073;00165;"Tzschirnerplatz                    ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";011  Innere Altstadt-Ost;"Süd ";01067;158;"  ";"  "
5074;01022;"Übigauer Straße                    ";"    ";"    ";"    ";"    ";"Pieschen            ";"Kaditz                   ";233  Kaditz(Altkaditz);Nord;01139;159;"  ";"  "
5075;02046;"Uferstraße                         ";"1   ";"3   ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";131  Innere Neust.(Königstr);Nord;01097;159;"  ";"  "
5076;02046;"Uferstraße                         ";"    ";"    ";"8   ";"14  ";"Neustadt            ";"Dresden-Neustadt         ";141  Leipziger Vs.(Eisenbahnstr);Nord;01097;159;"  ";"  "
5077;11108;"Uhdestraße                         ";"    ";"    ";"2   ";"44  ";"Prohlis             ";"Leubnitz-Neuostra        ";758  Leubnitz(Feuerbachstr);"Süd ";01219;158;"  ";"  "
5078;11108;"Uhdestraße                         ";"5   ";"37  ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";756  Leubnitz(Wieckestr);"Süd ";01219;158;"  ";"  "
5079;11013;"Uhlandstraße                       ";"1   ";"39  ";"4   ";"34  ";"Plauen              ";"Dresden-Altstadt 2       ";822  Südvs.-Ost(Uhlandstr);"Süd ";01069;158;"  ";"  "
5080;11013;"Uhlandstraße                       ";"41  ";"49  ";"46  ";"48  ";"Plauen              ";"Dresden-Altstadt 2       ";823  Südvs.-Ost(Lukasplatz);"Süd ";01069;158;"  ";"  "
5081;11013;"Uhlandstraße                       ";"U   ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";033  Seevs.-Ost(Lindengasse);"Süd ";01069;158;"  ";"  "
5082;09268;"Ulberndorfer Weg                   ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";569  Seidnitz(Ulberndorfer Weg);"Süd ";01277;158;"  ";"  "
5083;06200;"Ullersdorfer Hauptstraße           ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Dresdner Heide           ";441  Dresdner Heide;Nord;01454;159;"  ";"  "
5084;06175;"Ullersdorfer Landstraße            ";"1   ";"23a ";"2   ";"24  ";"Schönfeld-Weißig    ";"Weißig                   ";451  Weißig (Heidestr./Marienbäder);Nord;01328;159;"  ";"  "
5085;06175;"Ullersdorfer Landstraße            ";"U   ";"    ";"    ";"    ";"Loschwitz           ";"Dresdner Heide           ";441  Dresdner Heide;Nord;01099;159;"  ";"  "
5086;06128;"Ullersdorfer Platz                 ";"1   ";"1c  ";"    ";"    ";"Loschwitz           ";"Bühlau                   ";425  Bühlau(Neukircher Str);Nord;01324;159;"  ";"  "
5087;06128;"Ullersdorfer Platz                 ";"3   ";"7   ";"2   ";"4   ";"Loschwitz           ";"Bühlau                   ";426  Bühlau(Ullersdorfer Str);Nord;01324;159;"  ";"  "
5088;06136;"Ullersdorfer Straße                ";"1   ";"31  ";"6   ";"52  ";"Loschwitz           ";"Bühlau                   ";426  Bühlau(Ullersdorfer Str);Nord;01324;159;"  ";"  "
5089;06136;"Ullersdorfer Straße                ";"33  ";"    ";"    ";"    ";"Loschwitz           ";"Dresdner Heide           ";441  Dresdner Heide;Nord;01324;159;"  ";"  "
5090;06171;"Ullersdorf-Langebrücker Straße     ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Dresdner Heide           ";441  Dresdner Heide;Nord;01099;159;"  ";"  "
5091;09167;"Ulmenstraße                        ";"    ";"    ";"    ";"    ";"Leuben              ";"Leuben                   ";613  Leuben(Kleinzschachwitzer Str);"Süd ";01257;158;"  ";"  "
5092;13137;"Ulmenweg                           ";"    ";"    ";"    ";"    ";"Altfranken          ";"Altfranken               ";998  Altfranken;"Süd ";01156;159;"  ";"  "
5093;07021;"Ulrichstraße                       ";"1   ";"3b  ";"    ";"    ";"Loschwitz           ";"Rochwitz                 ";429  Neu-Rochwitz;Nord;01326;159;"  ";"  "
5094;07021;"Ulrichstraße                       ";"    ";"    ";"2   ";"    ";"Loschwitz           ";"Loschwitz                ";412  Loschwitz(Körnerplatz);Nord;01326;159;"  ";"  "
5095;07021;"Ulrichstraße                       ";"5   ";"39  ";"4   ";"38  ";"Loschwitz           ";"Loschwitz                ";413  Oberloschwitz;Nord;01326;159;"  ";"  "
5096;14306;"Unkersdorfer Landstraße            ";"17  ";"    ";"    ";"    ";"Oberwartha          ";"Oberwartha               ";905  Oberwartha;"Süd ";01156;159;"  ";"  "
5097;14306;"Unkersdorfer Landstraße            ";"U   ";"    ";"    ";"    ";"Gompitz             ";"Unkersdorf               ";997  Unkersdorf;"Süd ";01156;159;"  ";"  "
5098;14064;"Unkersdorfer Straße                ";"1   ";"5b  ";"2   ";"6b  ";"Cotta               ";"Dresden-Friedrichstadt   ";916  Friedrichst.-SW(Fröbelstr);"Süd ";01157;159;"  ";"  "
5099;14064;"Unkersdorfer Straße                ";"7   ";"13  ";"8   ";"18  ";"Cotta               ";"Cotta                    ";915  Cotta(Sachsdorfer Str);"Süd ";01157;159;"  ";"  "
5100;14531;"Unkersdorfer Weg                   ";"    ";"    ";"    ";"    ";"Mobschatz           ";"Rennersdorf              ";908  Rennersdorf;"Süd ";01156;159;"  ";"  "
5101;00030;"Unterer Kreuzweg                   ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";133  Innere Neust.(Wigardstr);Nord;01097;159;"  ";"  "
5102;05087;"Urnenfeldweg                       ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Hellerau                 ";323  Hellerau(Festspielhaus);Nord;01109;159;"  ";"  "
5103;11183;"Urnenstraße                        ";"    ";"    ";"    ";"    ";"Prohlis             ";"Lockwitz                 ";742  Lockwitz;"Süd ";01257;158;"  ";"  "
5104;13098;"Uthmannstraße                      ";"    ";"    ";"    ";"    ";"Cotta               ";"Gorbitz                  ";946  Niedergorbitz/Roßthal;"Süd ";01169;159;"  ";"  "
5105;09077;"Uttewalder Straße                  ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Gruna                    ";574  Gruna(Am Knie);"Süd ";01277;158;"  ";"  "
5106;05280;"Valeria-Kratina-Weg                ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Hellerau                 ";323  Hellerau(Festspielhaus);Nord;01109;159;"  ";"  "
5107;07042;"Valtenbergstraße                   ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Rochwitz                 ";429  Neu-Rochwitz;Nord;01326;159;"  ";"  "
5108;07124;"Van-Gogh-Straße                    ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Hosterwitz               ";432  Hosterwitz;Nord;01326;159;"  ";"  "
5109;10212;"Veilchenstraße                     ";"    ";"    ";"    ";"    ";"Prohlis             ";"Niedersedlitz            ";731  Niedersedlitz-Südost;"Süd ";01259;158;"  ";"  "
5110;07014;"Veilchenweg                        ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Loschwitz                ";412  Loschwitz(Körnerplatz);Nord;01326;159;"  ";"  "
5111;03068;"Veteranenstraße                    ";"    ";"    ";"    ";"    ";"Pieschen            ";"Trachau                  ";221  Trachau-Süd(Alttrachau);Nord;01139;159;"  ";"  "
5112;10263;"Vetschauer Straße                  ";"1   ";"39a ";"    ";"    ";"Prohlis             ";"Prohlis                  ";713  Prohlis-Nord(Gubener Str);"Süd ";01237;158;"  ";"  "
5113;10263;"Vetschauer Straße                  ";"    ";"    ";"14  ";"44  ";"Prohlis             ";"Prohlis                  ";773  Reick(Lübbenauer Str);"Süd ";01237;158;"  ";"  "
5114;11241;"Victor-Klemperer-Straße            ";"1   ";"13  ";"2   ";"22  ";"Plauen              ";"Zschertnitz              ";832  Zschertnitz(Böllstr);"Süd ";01217;158;"  ";"  "
5115;11241;"Victor-Klemperer-Straße            ";"U   ";"    ";"    ";"    ";"Plauen              ";"Plauen                   ";833  Zschertnitz(Auguste-Lazar-Str);"Süd ";01217;158;"  ";"  "
5116;07143;"Viehbotsche                        ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Oberpoyritz              ";434  Oberpoyritz;Nord;01326;159;"  ";"  "
5117;12097;"Vierbeeteweg                       ";"    ";"    ";"    ";"    ";"Plauen              ";"Coschütz                 ";851  Coschütz-Ost;"Süd ";01189;158;"  ";"  "
5118;14099;"Vierlinden                         ";"    ";"    ";"    ";"    ";"Cotta               ";"Briesnitz                ";983  Briesnitz-Nord;"Süd ";01157;159;"  ";"  "
5119;07109;"Viktor-Böhmert-Weg                 ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Wachwitz                 ";414  Wachwitz;Nord;01326;159;"  ";"  "
5120;00251;"Viktoriastraße                     ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";031  Seevs.-Ost(Prager Str);"Süd ";01069;158;"  ";"  "
5121;09136;"Villacher Straße                   ";"61  ";"79  ";"62  ";"80  ";"Leuben              ";"Laubegast                ";626  Laubegast(Kärntner Weg);"Süd ";01279;158;"  ";"  "
5122;09136;"Villacher Straße                   ";"81  ";"89  ";"84  ";"94  ";"Leuben              ";"Laubegast                ";625  Laubegast(Gasteiner Str);"Süd ";01279;158;"  ";"  "
5123;04024;"Virchowstraße                      ";"27  ";"    ";"28  ";"    ";"Pieschen            ";"Pieschen                 ";256  Pieschen-Nord(Duckwitzstr);Nord;01129;159;"  ";"  "
5124;04024;"Virchowstraße                      ";"31  ";"    ";"32  ";"    ";"Pieschen            ";"Trachau                  ";244  Trachau(Platanenstr);Nord;01129;159;"  ";"  "
5125;00110;"Vitzthumstraße                     ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";046  Seevs.-West(Feldgasse);"Süd ";01069;158;"  ";"  "
5126;10335;"Vogelsteinstraße                   ";"    ";"    ";"    ";"    ";"Prohlis             ";"Strehlen                 ";765  Strehlen(Eugen-Bracht-Str);"Süd ";01219;158;"  ";"  "
5127;05250;"Vogelstellerweg                    ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";314  Klotzsche(Am Trobischberg);Nord;01109;159;"  ";"  "
5128;08061;"Vogesenweg                         ";"1   ";"5   ";"2   ";"6   ";"Blasewitz           ";"Blasewitz                ";512  Blasewitz(Schillerpl);"Süd ";01309;158;"  ";"  "
5129;08061;"Vogesenweg                         ";"7   ";"    ";"8   ";"10  ";"Blasewitz           ";"Blasewitz                ";513  Blasewitz(Waldpark);"Süd ";01309;158;"  ";"  "
5130;08061;"Vogesenweg                         ";"9   ";"    ";"12  ";"    ";"Blasewitz           ";"Blasewitz                ";512  Blasewitz(Schillerpl);"Süd ";01309;158;"  ";"  "
5131;08126;"Voglerstraße                       ";"7   ";"    ";"2   ";"8   ";"Blasewitz           ";"Blasewitz                ";515  Blasewitz(Oehmestr);"Süd ";01277;158;"  ";"  "
5132;08126;"Voglerstraße                       ";"9   ";"51  ";"10  ";"40  ";"Blasewitz           ";"Striesen                 ";526  Striesen-Ost(Voglerstr);"Süd ";01277;158;"  ";"  "
5133;08126;"Voglerstraße                       ";"    ";"    ";"44  ";"48  ";"Blasewitz           ";"Striesen                 ";525  Striesen-Ost(Ermelstr);"Süd ";01277;158;"  ";"  "
5134;04081;"Volkersdorfer Sandweg              ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Wilschdorf               ";321  Wilschdorf;Nord;01109;159;"  ";"  "
5135;03049;"Volkersdorfer Straße               ";"1   ";"11  ";"4   ";"24  ";"Pieschen            ";"Pieschen                 ";253  Pieschen-Nord(Hellerauer Str);Nord;01129;159;"  ";"  "
5136;03049;"Volkersdorfer Straße               ";"U   ";"    ";"    ";"    ";"Pieschen            ";"Pieschen                 ";252  Pieschen-Nord(Riesaer Str);Nord;01129;159;"  ";"  "
5137;05164;"Volkersdorfer Weg                  ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Hellerau                 ";322  Rähnitz;Nord;01109;159;"  ";"  "
5138;10087;"Vollmarstraße                      ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Dobritz                  ";564  Dobritz(Altdobritz/Basedowstr);"Süd ";01237;158;"  ";"  "
5139;09041;"Vollsackstraße                     ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Gruna                    ";572  Gruna(Falkensteinpl);"Süd ";01309;158;"  ";"  "
5140;05069;"Vorerlenweg                        ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Hellerau                 ";322  Rähnitz;Nord;01109;159;"  ";"  "
5141;14024;"Vorwerkstraße                      ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Friedrichstadt   ";053  Friedrichst.(Klinikum);"Süd ";01067;158;"  ";"  "
5142;10040;"Voßstraße                          ";"    ";"    ";"    ";"    ";"Altstadt            ";"Strehlen                 ";034  Strehlen(Tiergartenstr);"Süd ";01219;158;"  ";"  "
5143;07062;"Wachauer Straße                    ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Bühlau                   ";427  Alt-Bühlau/Quohren;Nord;01324;159;"  ";"  "
5144;07038;"Wachbergstraße                     ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Rochwitz                 ";429  Neu-Rochwitz;Nord;01326;159;"  ";"  "
5145;10166;"Wacholderstraße                    ";"    ";"    ";"    ";"    ";"Prohlis             ";"Niedersedlitz            ";733  Niedersedlitz(Windmühlenstr);"Süd ";01257;158;"  ";"  "
5146;14013;"Wachsbleichstraße                  ";"1   ";"27  ";"2   ";"14  ";"Altstadt            ";"Dresden-Friedrichstadt   ";052  Friedrichst.(Schäferstr);"Süd ";01067;158;"  ";"  "
5147;14013;"Wachsbleichstraße                  ";"29  ";"69  ";"20  ";"32  ";"Altstadt            ";"Dresden-Friedrichstadt   ";053  Friedrichst.(Klinikum);"Süd ";01067;158;"  ";"  "
5148;10134;"Wachtelweg                         ";"    ";"    ";"    ";"    ";"Prohlis             ";"Prohlis                  ";711  Prohlis-Nord(Dohnaer Pl);"Süd ";01237;158;"  ";"  "
5149;02021;"Wächterstraße                      ";"17  ";"23  ";"22  ";"24  ";"Pieschen            ";"Mickten                  ";224  Mickten(Lommatzscher Str);Nord;01139;159;"  ";"  "
5150;02021;"Wächterstraße                      ";"25  ";"59  ";"26  ";"60  ";"Pieschen            ";"Kaditz                   ";231  Kaditz(Wächterstr);Nord;01139;159;"  ";"  "
5151;09287;"Wachwitzblick                      ";"    ";"    ";"    ";"    ";"Leuben              ";"Laubegast                ";626  Laubegast(Kärntner Weg);"Süd ";01279;158;"  ";"  "
5152;07104;"Wachwitzer Bergstraße              ";"1   ";"27  ";"8   ";"14  ";"Loschwitz           ";"Wachwitz                 ";414  Wachwitz;Nord;01326;159;"  ";"  "
5153;07104;"Wachwitzer Bergstraße              ";"    ";"    ";"14b ";"14i ";"Loschwitz           ";"Niederpoyritz            ";431  Niederpoyritz;Nord;01326;159;"  ";"  "
5154;07104;"Wachwitzer Bergstraße              ";"    ";"    ";"16  ";"    ";"Loschwitz           ";"Wachwitz                 ";414  Wachwitz;Nord;01326;159;"  ";"  "
5155;07104;"Wachwitzer Bergstraße              ";"    ";"    ";"16a ";"    ";"Loschwitz           ";"Niederpoyritz            ";431  Niederpoyritz;Nord;01326;159;"  ";"  "
5156;07104;"Wachwitzer Bergstraße              ";"    ";"    ";"20  ";"42  ";"Loschwitz           ";"Wachwitz                 ";414  Wachwitz;Nord;01326;159;"  ";"  "
5157;07464;"Wachwitzer Höhenweg                ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Pappritz                 ";462  Pappritz-West;Nord;01328;159;"  ";"  "
5158;07195;"Wachwitzer Weinberg                ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Wachwitz                 ";414  Wachwitz;Nord;01326;159;"  ";"  "
5159;07095;"Wachwitzgrund                      ";"1   ";"55  ";"2   ";"82c ";"Loschwitz           ";"Wachwitz                 ";414  Wachwitz;Nord;01326;159;"  ";"  "
5160;07095;"Wachwitzgrund                      ";"91  ";"    ";"90  ";"    ";"Loschwitz           ";"Rochwitz                 ";428  Rochwitz;Nord;01326;159;"  ";"  "
5161;07095;"Wachwitzgrund                      ";"U   ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Pappritz                 ";462  Pappritz-West;Nord;01328;159;"  ";"  "
5162;08102;"Wägnerstraße                       ";"1   ";"13d ";"2   ";"14  ";"Blasewitz           ";"Blasewitz                ";512  Blasewitz(Schillerpl);"Süd ";01309;158;"  ";"  "
5163;08102;"Wägnerstraße                       ";"17  ";"29  ";"16  ";"26  ";"Blasewitz           ";"Blasewitz                ";514  Blasewitz(Kretschmerstr);"Süd ";01309;158;"  ";"  "
5164;03062;"Wahnsdorfer Straße                 ";"7   ";"21  ";"6   ";"24  ";"Pieschen            ";"Trachau                  ";242  Trachau(Wahnsdorfer Str);Nord;01129;159;"  ";"  "
5165;03062;"Wahnsdorfer Straße                 ";"23  ";"    ";"    ";"    ";"Pieschen            ";"Trachau                  ";244  Trachau(Platanenstr);Nord;01129;159;"  ";"  "
5166;00093;"Waisenhausstraße                   ";"    ";"    ";"6   ";"8   ";"Altstadt            ";"Dresden-Altstadt 1       ";031  Seevs.-Ost(Prager Str);"Süd ";01067;158;"  ";"  "
5167;00093;"Waisenhausstraße                   ";"11  ";"11b ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";012  Innere Altstadt-West;"Süd ";01067;158;"  ";"  "
5168;00093;"Waisenhausstraße                   ";"    ";"    ";"14  ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";031  Seevs.-Ost(Prager Str);"Süd ";01069;158;"  ";"  "
