ID,Wikidata-Item,Straßenname,Koordinaten,Wikidata-Item (benannt nach),benannt nach,Beschreibung (benannt nach),Postleitzahl,lokaler Bezug,Benennungstyp,Benennungstyp II,Tätigkeitsfeld,Tätigkeitsfeld II,Verbindung,Sonstiges,Grundwort,Strassenendung
2754,http://www.wikidata.org/entity/Q72661128,Altplauen,Point(13.703754 51.029757),http://www.wikidata.org/entity/Q8949,Plauen,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1187,ja,Ort,Stadtteil,,,,,Sonstige,Sonstige
587,http://www.wikidata.org/entity/Q100936830,Saarplatz,Point(13.703796 51.019275),http://www.wikidata.org/entity/Q153972,Saar,rechter Nebenfluss der Mosel,1189,nein,weitere Geografika,Gewässer,,,,,Platz,Platz
2266,http://www.wikidata.org/entity/Q72662002,Bremer Straße,Point(13.7038 51.0614),http://www.wikidata.org/entity/Q24879,Bremen,"an der Weser gelegene Hauptstadt des Landes Freie Hansestadt Bremen, Deutschland",1067,nein,Ort,,,,,,Straße,Straße
2499,http://www.wikidata.org/entity/Q99396368,Landauer Straße,Point(13.703942 51.01985),http://www.wikidata.org/entity/Q7052,Landau in der Pfalz,"kreisfreie Stadt in Rheinland-Pfalz, Deutschland",1189,nein,Ort,,,,,,Straße,Straße
1736,http://www.wikidata.org/entity/Q95234002,Wernerstraße,Point(13.70396 51.04628),http://www.wikidata.org/entity/Q58751,Abraham Gottlob Werner,deutscher Mineraloge,1159,ja,Person real,,,,,,Straße,Straße
1241,http://www.wikidata.org/entity/Q72662124,Clara-Viebig-Straße,Point(13.70398 51.03833),http://www.wikidata.org/entity/Q71465,Clara Viebig,deutsche Erzählerin,1159,nein,Person real,,,,,,Straße,Straße
1158,http://www.wikidata.org/entity/Q99397157,Schleiermacherstraße,Point(13.703999 51.027815),http://www.wikidata.org/entity/Q76576,Friedrich Schleiermacher,"protestantischer Theologe, Philosoph, Philologe und Pädagoge",1187,nein,Person real,,,,,,Straße,Straße
86,http://www.wikidata.org/entity/Q72662379,Felsenkellerstraße,Point(13.704026 51.018465),http://www.wikidata.org/entity/Q1404247,Felsenkeller (Dresden),"Anlage aus südlicher Gebäudegruppe um einen Innenhof mit Hauptkontor, Verwaltungs- und Wohngebäude, Sudhäusern, Malzturm, Trockendarre, Küchengebäude und Laborgebäude, aus westlich gelegener Hopfenpräparieranstalt, aus geschlossenem Komplex m",1189,ja,Gewerbe/Industrie,,,,,,Straße,Straße
1636,http://www.wikidata.org/entity/Q66616708,Zelenkastraße,Point(13.704036 51.079452),http://www.wikidata.org/entity/Q157777,Jan Dismas Zelenka,böhmischer Komponist des Spätbarock,1139,ja,Person real,,,,,,Straße,Straße
2450,http://www.wikidata.org/entity/Q109812689,Reutlinger Weg,Point(13.70414 51.0078),http://www.wikidata.org/entity/Q3085,Reutlingen,Großstadt in Baden-Württemberg,1189,nein,Ort,,,,,,Weg,Weg
735,http://www.wikidata.org/entity/Q96001108,Marienschachtweg,Point(13.7042 51.0152),http://www.wikidata.org/entity/Q1231293,Marienschacht,Bergwerk in Deutschland,1189,ja,Gewerbe/Industrie,,,,,,Weg,Weg
1623,http://www.wikidata.org/entity/Q98558238,Potthoffstraße,Point(13.70437 51.05362),http://www.wikidata.org/entity/Q1512953,Gerhart Potthoff,deutscher Verkehrswissenschaftler,1159,ja,Person real,,,,,,Straße,Straße
1255,http://www.wikidata.org/entity/Q72662274,Eichendorffstraße,Point(13.7044 51.04482),http://www.wikidata.org/entity/Q77204,Joseph von Eichendorff,"Jurist, bedeutender Lyriker und Schriftsteller der deutschen Romantik",1159,nein,Person real,,,,,,Straße,Straße
910,http://www.wikidata.org/entity/Q72660976,Agnes-Smedley-Straße,Point(13.70443 51.03326),http://www.wikidata.org/entity/Q394649,Agnes Smedley,US-amerikanische Journalistin und Autorin (1892-1950),1187,nein,Person real,,,,,,Straße,Straße
2555,http://www.wikidata.org/entity/Q63791177,Coschützer Straße,Point(13.70446 51.02454),http://www.wikidata.org/entity/Q8898,Coschütz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1187,ja,Ort,,,,,,Straße,Straße
871,http://www.wikidata.org/entity/Q66587521,Böcklinstraße,Point(13.704568 51.076099),http://www.wikidata.org/entity/Q123071,Arnold Böcklin,"Schweizer Maler, Zeichner, Graphiker und Bildhauer (1827–1901)",1139,nein,Person real,,,,,,Straße,Straße
394,http://www.wikidata.org/entity/Q66817193,Veteranenstraße,Point(13.704627 51.087223),,,,1139,nein,Bevölkerungsgruppe,,,,,,Straße,Straße
2640,http://www.wikidata.org/entity/Q72662151,Coschützer Höhe,Point(13.70464 51.01483),http://www.wikidata.org/entity/Q8898,Coschütz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1189,ja,Ort,Stadtteil,,,,,Höhe,Sonstige
1265,http://www.wikidata.org/entity/Q72662139,Columbusstraße,Point(13.7048 51.04581),http://www.wikidata.org/entity/Q7322,Christoph Kolumbus,Seefahrer aus Genua in spanischen Diensten († 1506),1159,nein,Person real,,,,,,Straße,Straße
577,http://www.wikidata.org/entity/Q98167304,Poisenweg,Point(13.70486 51.01739),http://www.wikidata.org/entity/Q2057038,Poisenbach,rechter Nebenfluss der Weißeritz,1189,ja,weitere Geografika,Gewässer,,,,,Weg,Weg
2446,http://www.wikidata.org/entity/Q99396066,Hildesheimer Straße,Point(13.70496 51.0889),http://www.wikidata.org/entity/Q3185,Hildesheim,"Großstadt in Niedersachsen, Deutschland",1139,nein,Ort,,,,,,Straße,Straße
1074,http://www.wikidata.org/entity/Q99396336,Krausestraße,Point(13.70497 51.028177),http://www.wikidata.org/entity/Q213585,Karl Christian Friedrich Krause,deutscher Philosoph,1187,ja,Person real,,,,,,Straße,Straße
36,http://www.wikidata.org/entity/Q66817202,Am Trachauer Bahnhof,Point(13.704971 51.089384),http://www.wikidata.org/entity/Q9210732,Haltepunkt Dresden-Trachau,Bahnhof in Deutschland,1139,ja,Bauwerk/Infrastruktur,,,,,,Sonstige,Sonstige
1082,http://www.wikidata.org/entity/Q67311521,Eulerstraße,Point(13.70501 51.096573),http://www.wikidata.org/entity/Q7604,Leonhard Euler,Schweizer Mathematiker,1129,nein,Person real,,,,,,Straße,Straße
1038,http://www.wikidata.org/entity/Q99396196,Kantstraße,Point(13.70502 51.02743),http://www.wikidata.org/entity/Q9312,Immanuel Kant,deutscher Philosoph der Aufklärung (1724–1804),1187,nein,Person real,,,,,,Straße,Straße
1052,http://www.wikidata.org/entity/Q1471740,Fröbelstraße,Point(13.7051 51.0511),http://www.wikidata.org/entity/Q76679,Friedrich Fröbel,deutscher Pädagoge,1159,nein,Person real,,,,,,Straße,Straße
2583,http://www.wikidata.org/entity/Q66615589,Naundorfer Straße,Point(13.705133 51.081562),http://www.wikidata.org/entity/Q1691815,Naundorf (Radebeul),Stadtteil von Radebeul,1139,ja,Ort,,,,,,Straße,Straße
1716,http://www.wikidata.org/entity/Q99397569,Wernerplatz,Point(13.705141 51.046252),http://www.wikidata.org/entity/Q58751,Abraham Gottlob Werner,deutscher Mineraloge,1159,ja,Person real,,,,,,Platz,Platz
1111,http://www.wikidata.org/entity/Q100936585,Ebertplatz,Point(13.705247 51.041777),http://www.wikidata.org/entity/Q2646,Friedrich Ebert,deutscher Politiker (SPD) und erster Reichspräsident der Weimarer Republik (1919-1925),1159,nein,Person real,,,,,,Platz,Platz
411,http://www.wikidata.org/entity/Q99396184,Jubiläumsstraße,Point(13.70527 51.08604),,25 jährige Reichsgründung,,1139,nein,Ereignis,,,,,,Straße,Straße
476,http://www.wikidata.org/entity/Q72660968,Achtbeeteweg,Point(13.70544 51.01662),,,,1189,ja,weitere Geografika,Flurname,,,,,Weg,Weg
902,http://www.wikidata.org/entity/Q67280613,Fraunhoferstraße,Point(13.705467 51.092649),http://www.wikidata.org/entity/Q43948,Joseph von Fraunhofer,"deutscher Optiker und Instrumentenbauer, 1787 - 1826",1129,nein,Person real,,,,,,Straße,Straße
204,http://www.wikidata.org/entity/Q99396687,Müllerbrunnenstraße,Point(13.70547 51.02999),http://www.wikidata.org/entity/Q26331253,Müllerbrunnen,Brunnen in Dresden,1187,ja,Bauwerk/Infrastruktur,,,,,,Straße,Straße
1494,http://www.wikidata.org/entity/Q66616155,Hauptmannstraße,Point(13.705532 51.080723),http://www.wikidata.org/entity/Q60908,Moritz Hauptmann,"deutscher Komponist, Violinist und Musiktheoretiker",1139,ja,Person real,,,,,,Straße,Straße
2564,http://www.wikidata.org/entity/Q15119076,Löbtauer Brücke,Point(13.70555556 51.04472222),http://www.wikidata.org/entity/Q1879617,Löbtau,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1159,ja,Ort,Stadtteil,,,,,Brücke,Brücke
1689,http://www.wikidata.org/entity/Q99396985,Reckestraße,Point(13.705825 51.029053),http://www.wikidata.org/entity/Q72451,Elisa von der Recke,deutsche Dichterin und Schriftstellerin,1187,ja,Person real,,,,,,Straße,Straße
1643,http://www.wikidata.org/entity/Q66616539,Homiliusstraße,Point(13.70586 51.080338),http://www.wikidata.org/entity/Q451484,Gottfried August Homilius,"deutscher Komponist, Kantor und Organist",1139,ja,Person real,,,,,,Straße,Straße
438,http://www.wikidata.org/entity/Q98167430,Vierbeeteweg,Point(13.70589 51.01583),,,,1189,ja,weitere Geografika,Flurname,,,,,Weg,Weg
3119,http://www.wikidata.org/entity/Q66615318,Sternstraße,Point(13.706044 51.078658),,,,1139,nein,Sonstige,,,,,,Straße,Straße
906,http://www.wikidata.org/entity/Q67299503,Benzstraße,Point(13.706121 51.092892),http://www.wikidata.org/entity/Q40224,Carl Benz,Deutscher Ingenieur und Automobilpionier,1129,nein,Person real,,,,,,Straße,Straße
2316,http://www.wikidata.org/entity/Q96000776,Cunnersdorfer Straße,Point(13.70622 51.01726),http://www.wikidata.org/entity/Q1125976,Cunnersdorf (Bannewitz),Ortsteil von Bannewitz,1189,nein,Ort,,,,,,Straße,Straße
1159,http://www.wikidata.org/entity/Q99397164,Schopenhauerstraße,Point(13.70635 51.02461),http://www.wikidata.org/entity/Q38193,Arthur Schopenhauer,deutscher Philosoph,1187,ja,Person real,,,,,,Straße,Straße
907,http://www.wikidata.org/entity/Q67302038,Brehmweg,Point(13.706437 51.092652),http://www.wikidata.org/entity/Q21112,Christian Ludwig Brehm,deutscher Pfarrer und Ornithologe (1787-1864),1129,nein,Person real,,,,,,Weg,Weg
895,http://www.wikidata.org/entity/Q67281570,Abbestraße,Point(13.706615 51.093409),http://www.wikidata.org/entity/Q76359,Ernst Abbe,"deutscher Physiker, Optiker, Sozialreformer",1129,nein,Person real,,,,,,Straße,Straße
2547,http://www.wikidata.org/entity/Q99397278,Siebenlehner Straße,Point(13.70663 51.04249),http://www.wikidata.org/entity/Q1274445,Siebenlehn (Großschirma),Ortsteil von Großschirma,1159,nein,Ort,,,,,,Straße,Straße
188,http://www.wikidata.org/entity/Q96059295,Hofmühlenstraße,Point(13.70665 51.03598),http://www.wikidata.org/entity/Q26839268,Hofmühle,ehem. Mühle in Dresden,1187,ja,Gewerbe/Industrie,,,,,,Straße,Straße
898,http://www.wikidata.org/entity/Q72660995,Albert-Schweitzer-Straße,Point(13.706702 51.021325),http://www.wikidata.org/entity/Q49325,Albert Schweitzer,"elsässischer Arzt, Theologe, Musiker und Philosoph",1187,nein,Person real,,,,,,Straße,Straße
1674,http://www.wikidata.org/entity/Q72661922,Biedermannstraße,Point(13.70673 51.03511),http://www.wikidata.org/entity/Q109579,Woldemar von Biedermann,deutscher Literaturhistoriker,1187,ja,Person real,,,,,,Straße,Straße
867,http://www.wikidata.org/entity/Q26821646,F.-C.-Weiskopf-Platz,Point(13.70676 51.02962),http://www.wikidata.org/entity/Q216060,Franz Carl Weiskopf,deutschsprachiger Schriftsteller,1187,nein,Person real,,,,,,Platz,Platz
2589,http://www.wikidata.org/entity/Q72662588,Gitterseestraße,Point(13.706784 51.026563),http://www.wikidata.org/entity/Q8912,Gittersee,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1187,ja,Ort,Stadtteil,,,,,Straße,Straße
1115,http://www.wikidata.org/entity/Q66619375,Pettenkoferstraße,Point(13.706878 51.085041),http://www.wikidata.org/entity/Q44993,Max von Pettenkofer,deutscher Chemiker und Hygieniker,1139,nein,Person real,,,,,,Straße,Straße
423,http://www.wikidata.org/entity/Q67310540,Neuländer Straße,Point(13.706887 51.097524),,,,1129,ja,weitere Geografika,Flurname,,,,,Straße,Straße
896,http://www.wikidata.org/entity/Q67296907,Carl-Zeiß-Straße,Point(13.706913 51.094479),http://www.wikidata.org/entity/Q76833,Carl Zeiß,deutscher Mechaniker und Unternehmer,1129,nein,Person real,,,,,,Straße,Straße
1094,http://www.wikidata.org/entity/Q66619147,Bunsenstraße,Point(13.707004 51.083311),http://www.wikidata.org/entity/Q71031,Robert Wilhelm Bunsen,deutscher Chemiker (1811–1899),1139,nein,Person real,,,,,,Straße,Straße
1811,http://www.wikidata.org/entity/Q72662345,Ernst-Wagner-Straße,Point(13.7071 51.11594),http://www.wikidata.org/entity/Q101945902,Ernst Wagner,"Gemeindevorstand von Boxdorf, Dresden",1468,ja,Person real,,,,,,Straße,Straße
2823,http://www.wikidata.org/entity/Q99396869,Pestitzer Straße,Point(13.70714 51.02597),http://www.wikidata.org/entity/Q8925,Kleinpestitz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1187,ja,Ort,Stadtteil,,,,,Straße,Straße
2584,http://www.wikidata.org/entity/Q66616255,Trachauer Straße,Point(13.70732 51.079864),http://www.wikidata.org/entity/Q1805303,Trachau,Stadtteil im Nordwesten Dresdens,1139,ja,Ort,Stadtteil,,,,,Straße,Straße
2876,http://www.wikidata.org/entity/Q99397139,Saxoniastraße,Point(13.707372 51.043537),http://www.wikidata.org/entity/Q323203,Saxonia,,1159,nein,Person fiktiv,mythisch,,,,,Straße,Straße
887,http://www.wikidata.org/entity/Q67280215,Dopplerstraße,Point(13.70739 51.093187),http://www.wikidata.org/entity/Q84284,Christian Doppler,österreichischer Mathematiker und Physiker (1803–1853),1129,nein,Person real,,,,,,Straße,Straße
1276,http://www.wikidata.org/entity/Q96060489,Leibnizstraße,Point(13.70748 51.02229),http://www.wikidata.org/entity/Q9047,Gottfried Wilhelm Leibniz,deutscher Philosoph und Wissenschaftler,1187,nein,Person real,,,,,,Straße,Straße
1069,http://www.wikidata.org/entity/Q98558227,Semmelweisstraße,Point(13.70748 51.05042),http://www.wikidata.org/entity/Q59736,Ignaz Semmelweis,ungarisch-österreichischer Chirurg und Geburtshelfer (1818–1865),1159,nein,Person real,,,,,,Straße,Straße
1095,http://www.wikidata.org/entity/Q66619262,Wöhlerstraße,Point(13.707664 51.083555),http://www.wikidata.org/entity/Q58575,Friedrich Wöhler,deutscher Chemiker,1139,nein,Person real,,,,,,Straße,Straße
2488,http://www.wikidata.org/entity/Q100606476,Zwickauer Platz,Point(13.707679 51.032288),http://www.wikidata.org/entity/Q3778,Zwickau,"Stadt in Sachsen, Deutschland",1187,nein,Ort,,,,,,Platz,Platz
