ID,Wikidata-Item,Straßenname,Koordinaten,Wikidata-Item (benannt nach),benannt nach,Beschreibung (benannt nach),Postleitzahl,lokaler Bezug,Benennungstyp,Benennungstyp II,Tätigkeitsfeld,Tätigkeitsfeld II,Verbindung,Sonstiges,Grundwort,Strassenendung
1349,http://www.wikidata.org/entity/Q98171053,Welzelstraße,Point(13.80494 50.99239),,Paul Welzel,Unternehmer und Gemeinderatsmitglied in Lockwitz,1257,ja,Person real,,,,,,Straße,Straße
2310,http://www.wikidata.org/entity/Q67384255,Schellerhauer Weg,Point(13.80501 51.035491),http://www.wikidata.org/entity/Q1375693,Schellerhau,Ort in Deutschland,1277,nein,Ort,,,,,,Weg,Weg
308,http://www.wikidata.org/entity/Q100936672,Kahlebergstraße,Point(13.805049 51.036884),http://www.wikidata.org/entity/Q1720762,Kahleberg,Berg im Erzgebirge,1277,nein,weitere Geografika,Berg,,,,,Straße,Straße
978,http://www.wikidata.org/entity/Q99218853,Kurt-Tucholsky-Straße,Point(13.80506 50.99744),http://www.wikidata.org/entity/Q57386,Kurt Tucholsky,deutscher Journalist und Schriftsteller,1257,nein,Person real,,,,,,Straße,Straße
704,http://www.wikidata.org/entity/Q99397253,Schönburgstraße,Point(13.805093 51.146993),http://www.wikidata.org/entity/Q872801,Familie Schönburg-Waldenburg,Adelsgeschlecht,1108,ja,Gruppe real,Adelsgeschlecht,,,,,Straße,Straße
2908,http://www.wikidata.org/entity/Q95135550,Langer Weg,Point(13.8052 51.0035),,,,"01257, 01239",nein,Selbstreferenziell,,,,,,Weg,Weg
1296,http://www.wikidata.org/entity/Q65945922,Kretschmerstraße,Point(13.805229 51.049098),,Edmund Kretschmer,Komponist und Hoforganist,1309,ja,Person real,,,,,,Straße,Straße
2203,http://www.wikidata.org/entity/Q95137255,Senftenberger Straße,Point(13.80527 51.00479),http://www.wikidata.org/entity/Q491754,Senftenberg,"Kreisstadt im Landkreis Oberspreewald-Lausitz, Brandenburg, Deutschland",1239,nein,Ort,,,,,,Straße,Straße
1653,http://www.wikidata.org/entity/Q98168258,Wunderlichstraße,Point(13.80528 51.06446),http://www.wikidata.org/entity/Q93878143,Arthur Bruno Wunderlich,deutscher Kaufmann und Rittergutsbesitzer sowie königlich schwedischer und kaiserlich persischer Generalkonsul,1326,ja,Person real,,,,,,Straße,Straße
1439,http://www.wikidata.org/entity/Q61003831,Naumannstraße,Point(13.80531 51.0526),http://www.wikidata.org/entity/Q213927,Johann Gottlieb Naumann,deutscher Komponist der Klassik,1309,ja,Person real,,,,,,Straße,Straße
553,http://www.wikidata.org/entity/Q98171101,Urnenstraße,Point(13.80536 50.99029),http://www.wikidata.org/entity/Q577947,Wahlurne,Behältnis für die Abgabe und Verwahrung von Stimmzetteln,1257,nein,Gegenstand,,,,,,Straße,Straße
1307,http://www.wikidata.org/entity/Q66216486,Gautschweg,Point(13.805572 51.054065),http://www.wikidata.org/entity/Q44510730,Karl Gautsch,"deutscher Heimatforscher, Politiker und Rechtsanwalt",1309,ja,Person real,,,,,,Weg,Weg
2514,http://www.wikidata.org/entity/Q99396627,Maxener Straße,Point(13.80566 50.9852),http://www.wikidata.org/entity/Q1913759,Maxen,"Dorf in der Gemeinde Müglitztal, Landkreis Sächsische Schweiz-Osterzgebirge, Sachsen",1257,nein,Ort,,,,,,Straße,Straße
2093,http://www.wikidata.org/entity/Q61764360,Altenberger Straße,Point(13.80587 51.04009),http://www.wikidata.org/entity/Q436724,Altenberg,"Stadt im Landkreis Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland","01279, 01277",nein,Ort,,,,,,Straße,Straße
1911,http://www.wikidata.org/entity/Q95142032,Tannenweg,Point(13.80601 51.00066),http://www.wikidata.org/entity/Q25350,Tannen,Gattung der Familie Kieferngewächse (Pinaceae),1257,nein,Natur,Pflanze,,,,,Weg,Weg
1848,http://www.wikidata.org/entity/Q98168630,Schädestraße,Point(13.80623 51.06316),,Hermann Schäde,"Industrieller, Stifter in Loschwitz",1326,ja,Person real,,,,,,Straße,Straße
1143,http://www.wikidata.org/entity/Q98171479,Hermann-Conradi-Straße,Point(13.80626 50.98986),http://www.wikidata.org/entity/Q88379,Hermann Conradi,deutscher Schriftsteller,1257,nein,Person real,,,,,,Straße,Straße
3207,,Emanuel-Goldberg-Platz,Point(13.806349738034378 51.03919756363906),,Emanuel Goldberg,,1277,ja,Person real,,,,,,Platz,Platz
1055,http://www.wikidata.org/entity/Q99396358,Kügelgenweg,Point(13.806491 51.155647),http://www.wikidata.org/entity/Q288186,Wilhelm von Kügelgen,deutscher Maler und Schriftsteller,1108,ja,Person real,,,,,,Weg,Weg
2698,http://www.wikidata.org/entity/Q99397406,Striesener Weg,Point(13.806496 51.030969),http://www.wikidata.org/entity/Q8954,Striesen,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1277,ja,Ort,Stadtteil,,,,,Weg,Weg
1153,http://www.wikidata.org/entity/Q72661745,Antonin-Dvorak-Straße,Point(13.80651 51.00142),http://www.wikidata.org/entity/Q7298,Antonín Dvořák,tschechischer Komponist,1257,nein,Person real,,,,,,Straße,Straße
3081,http://www.wikidata.org/entity/Q72661429,Am Plan,Point(13.80653 50.98747),,,,1257,ja,Sonstige,,,,,,Sonstige,Sonstige
1345,http://www.wikidata.org/entity/Q98168692,Heymelstraße,Point(13.80654 51.06236),http://www.wikidata.org/entity/Q55852244,Adolph Heymel,"1822 bis 1890 Beruf/Funktion Großkaufmann ; Konsul in Bremen Konfession - Namensvarianten Heymel, Adolph",1326,ja,Person real,,,,,,Straße,Straße
1802,http://www.wikidata.org/entity/Q98173044,Preußerstraße,Point(13.80665 50.98829),,Johann Gottlob Preußer,"Rittergutbesitzer, MdL",1257,ja,Person real,,,,,,Straße,Straße
1742,http://www.wikidata.org/entity/Q72662332,Erich-Kästner-Straße,Point(13.80668 50.99656),http://www.wikidata.org/entity/Q76546,Erich Kästner,"deutscher Schriftsteller, Publizist und Drehbuchautor",1257,ja,Person real,,,,,,Straße,Straße
1037,http://www.wikidata.org/entity/Q2235760,Schillerplatz,Point(13.8069 51.0521),http://www.wikidata.org/entity/Q22670,Friedrich Schiller,"deutscher Dichter, Philosoph und Historiker",1309,ja,Person real,,,,,,Platz,Platz
547,http://www.wikidata.org/entity/Q66215961,Angelsteg,Point(13.806932 51.052915),http://www.wikidata.org/entity/Q64577174,Angler,"Person, die mit einer Angel Fische fängt",1309,nein,Gegenstand,,,,,,Steg,Sonstige
319,http://www.wikidata.org/entity/Q72661364,Am Krähenhügel,Point(13.80694 50.9842),,,,1257,ja,weitere Geografika,Berg,,,,,Hügel,Sonstige
2407,http://www.wikidata.org/entity/Q67879330,Liebenauer Straße,Point(13.806956 51.028853),http://www.wikidata.org/entity/Q1668621,Liebenau (Altenberg),Ortsteil von Altenberg,1279,nein,Ort,,,,,,Straße,Straße
1779,http://www.wikidata.org/entity/Q66088010,Jüngststraße,Point(13.807023 51.047092),,Hugo Jüngst,Liederkomponist und Dirigent in Dresden,1277,ja,Person real,,,,,,Straße,Straße
2538,http://www.wikidata.org/entity/Q99397130,Röhrsdorfer Straße,Point(13.80704 50.98584),http://www.wikidata.org/entity/Q2179486,Röhrsdorf (Dohna),Ortsteil von Dohna,1257,nein,Ort,,,,,,Straße,Straße
624,http://www.wikidata.org/entity/Q72661614,An den Teichen,Point(13.80719 51.14747),,,,1108,ja,weitere Geografika,Gewässer,,,,,Sonstige,Sonstige
422,http://www.wikidata.org/entity/Q65966974,Berggartenstraße,Point(13.807191 51.048657),http://www.wikidata.org/entity/Q1434274,Flurname,Bezeichnung eines kleinräumigen Landschaftsteils,"01277, 01309",ja,weitere Geografika,Flurname,,,,,Straße,Straße
2281,http://www.wikidata.org/entity/Q63883137,Kipsdorfer Straße,Point(13.80726 51.03725),http://www.wikidata.org/entity/Q1742394,Kipsdorf,Ort in Sachsen,"01279, 01277",nein,Ort,,,,,,Straße,Straße
1135,http://www.wikidata.org/entity/Q98168761,Tolstoistraße,Point(13.80728 51.06273),http://www.wikidata.org/entity/Q7243,Lew Nikolajewitsch Tolstoi,russischer Schriftsteller,1326,nein,Person real,,,,,,Straße,Straße
719,http://www.wikidata.org/entity/Q66088035,Niederwaldplatz,Point(13.807486 51.044288),,,,1277,nein,Bauwerk/Infrastruktur,,,,,,Platz,Platz
39,http://www.wikidata.org/entity/Q95141986,Windmühlenstraße,Point(13.8075 50.99846),,,,1257,ja,Gewerbe/Industrie,,,,,,Straße,Straße
1942,http://www.wikidata.org/entity/Q72662041,Buchsbaumstraße,Point(13.807529 50.999917),http://www.wikidata.org/entity/Q158703,Buchsbäume,Gattung der Familie Buchsbaumgewächse (Buxaceae),1257,nein,Natur,Pflanze,,,,,Straße,Straße
938,http://www.wikidata.org/entity/Q99396630,Maxie-Wander-Straße,Point(13.807531 50.996268),http://www.wikidata.org/entity/Q89932,Maxie Wander,österreichische Schriftstellerin,1257,nein,Person real,,,,,,Straße,Straße
1781,http://www.wikidata.org/entity/Q66211685,Traubestraße,Point(13.807536 51.039836),http://www.wikidata.org/entity/Q110990379,Joseph Traube,Kaufmann und Stifter in Gruna,1277,ja,Person real,,,,,,Straße,Straße
2313,http://www.wikidata.org/entity/Q67464577,Altenberger Platz,Point(13.807537 51.035132),http://www.wikidata.org/entity/Q436724,Altenberg,"Stadt im Landkreis Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland",1277,nein,Ort,,,,,,Platz,Platz
1482,http://www.wikidata.org/entity/Q66088017,Reinhold-Becker-Straße,Point(13.807708 51.048492),http://www.wikidata.org/entity/Q5568327,Reinhold Becker,deutscher Komponist (1842-1924),1277,ja,Person real,,,,,,Straße,Straße
1521,http://www.wikidata.org/entity/Q66088020,Oehmestraße,Point(13.807708 51.048492),http://www.wikidata.org/entity/Q1357997,Ernst Erwin Oehme,deutscher Maler,1277,ja,Person real,,,,,,Straße,Straße
1654,http://www.wikidata.org/entity/Q98168334,Schevenstraße,Point(13.80772 51.06109),http://www.wikidata.org/entity/Q1735978,Katharina Scheven,Stadtverordnete in Dresden,1326,ja,Person real,,,,,,Straße,Straße
950,http://www.wikidata.org/entity/Q72662543,Georg-Marwitz-Straße,Point(13.80774 51.01873),http://www.wikidata.org/entity/Q66132589,Georg Marwitz,"Großindustrieller, Kaufmann und Stifter",1237,ja,Person real,,,,,,Straße,Straße
119,http://www.wikidata.org/entity/Q99396380,Lausaer Kirchgasse,Point(13.807943 51.15211),http://www.wikidata.org/entity/Q55312152,Pastor-Roller-Kirche,Pfarrkirche der evangelisch-lutherischen Kirchgemeinde Weixdorf in Lausa in der Dresdner Ortschaft Weixdorf,1108,ja,Bauwerk/Infrastruktur,religiös,religiös,,,,Gasse,Gasse
639,http://www.wikidata.org/entity/Q99395901,Großteichdamm,Point(13.80804 51.14314),http://www.wikidata.org/entity/Q110319766,Großteich,"historisches Gewässer im Norden von Dresden, aufgegangen im Waldbad Weixdorf",1108,ja,weitere Geografika,Gewässer,,,,,Damm,Damm
720,http://www.wikidata.org/entity/Q66217621,Fährgäßchen,Point(13.808109 51.053072),,,,1309,ja,Bauwerk/Infrastruktur,,,,,,Gäßchen,Sonstige
607,http://www.wikidata.org/entity/Q99396664,Mittelteichweg,Point(13.80836 51.14607),,,,1108,ja,weitere Geografika,Gewässer,,,,,Weg,Weg
1666,http://www.wikidata.org/entity/Q98168799,Marie-Simon-Straße,Point(13.80839 51.0632),http://www.wikidata.org/entity/Q969096,Marie Simon,sächsische Krankenpflegerin,1326,ja,Person real,,,,,,Straße,Straße
2420,http://www.wikidata.org/entity/Q68312222,Hellendorfer Straße,Point(13.808408 51.025944),http://www.wikidata.org/entity/Q15096893,Hellendorf (Gottleuba-Berggießhübel),Ortsteil von Bad Gottleuba-Berggießhübel,1279,nein,Ort,,,,,,Straße,Straße
1028,http://www.wikidata.org/entity/Q72662433,Franz-Werfel-Straße,Point(13.808646 50.999143),http://www.wikidata.org/entity/Q78514,Franz Werfel,tschechisch-österreichischer Schriftsteller,1257,nein,Person real,,,,,,Straße,Straße
959,http://www.wikidata.org/entity/Q99396487,Lochnerstraße,Point(13.808683 50.989417),http://www.wikidata.org/entity/Q290812,Stefan Lochner,deutscher Maler (um 1410–1451),1257,nein,Person real,,,,,,Straße,Straße
1406,http://www.wikidata.org/entity/Q66213530,Polenzstraße,Point(13.808694 51.04093),http://www.wikidata.org/entity/Q1914148,Maximilian von Polenz,"deutscher Geheimrat und Politiker, MdR",1277,ja,Person real,,,,,,Straße,Straße
1956,http://www.wikidata.org/entity/Q72662511,Föhrenstraße,Point(13.8087 50.99997),http://www.wikidata.org/entity/Q12024,Kiefern,Gattung der Familie Kieferngewächse (Pinaceae),1257,nein,Natur,Pflanze,,,,,Straße,Straße
1404,http://www.wikidata.org/entity/Q66212272,Scariastraße,Point(13.808898 51.043659),http://www.wikidata.org/entity/Q5371434,Emil Scaria,österreichischer Opernsänger in der Stimmlage Bass,1277,ja,Person real,,,,,,Straße,Straße
2286,http://www.wikidata.org/entity/Q67464791,Schlottwitzer Straße,Point(13.808996 51.03482),http://www.wikidata.org/entity/Q1366355,Schlottwitz (Glashütte),Ortsteil von Glashütte,1277,nein,Ort,,,,,,Straße,Straße
1910,http://www.wikidata.org/entity/Q95141995,Wacholderstraße,Point(13.80903 51.0007),http://www.wikidata.org/entity/Q25662,Wacholder,Gattung der Familie Zypressengewächse (Cupressaceae),1257,nein,Natur,Pflanze,,,,,Straße,Straße
2338,http://www.wikidata.org/entity/Q72662564,Gersdorfer Weg,Point(13.80904 50.99849),http://www.wikidata.org/entity/Q15096923,Gersdorf (Bahretal),Ortsteil von Bahretal,1257,nein,Ort,,,,,,Weg,Weg
1656,http://www.wikidata.org/entity/Q98168816,Klengelstraße,Point(13.80912 51.0622),http://www.wikidata.org/entity/Q100566,Wolf Caspar von Klengel,kursächsischer Baumeister,1326,ja,Person real,,,,,,Straße,Straße
2883,http://www.wikidata.org/entity/Q98174325,Siebenbürgener Straße,Point(13.80915 50.99647),http://www.wikidata.org/entity/Q39473,Siebenbürgen,historische Region in Rumänien,1257,nein,Region,,,,,,Straße,Straße
1513,http://www.wikidata.org/entity/Q68315131,Prof.-Ricker-Straße,Point(13.809156 51.024664),http://www.wikidata.org/entity/Q107492,Gustav Ricker,deutscher Wissenschaftler und Arzt,1277,ja,Person real,,,,,,Straße,Straße
2601,http://www.wikidata.org/entity/Q95135509,Niedersedlitzer Straße,Point(13.80917 51.00526),http://www.wikidata.org/entity/Q1988463,Niedersedlitz,Stadtteil von Dresden,"01257, 01239",ja,Ort,Stadtteil,,,,,Straße,Straße
165,http://www.wikidata.org/entity/Q66215788,Am Schillergarten,Point(13.8092 51.051294),http://www.wikidata.org/entity/Q1796157,Schillergarten,"eine der ältesten Gastwirtschaften in Blasewitz, Dresden",1277,ja,Gewerbe/Industrie,Gasthaus,,,,,Sonstige,Sonstige
2735,http://www.wikidata.org/entity/Q72661076,Altfriedersdorf,Point(13.80936 51.14738),http://www.wikidata.org/entity/Q1457133,Friedersdorf (Weixdorf),"Ortsteil von Dresden, gelegen in der Ortschaft Weixdorf",1108,ja,Ort,Stadtteil,,,,,Sonstige,Sonstige
2421,http://www.wikidata.org/entity/Q68314385,Breitenauer Straße,Point(13.809423 51.026629),http://www.wikidata.org/entity/Q15096888,Breitenau ( Bad Gottleuba-Berggießhübel),Ortsteil von Bad Gottleuba-Berggießhübel,1279,nein,Ort,,,,,,Straße,Straße
2291,http://www.wikidata.org/entity/Q67469585,Hausdorfer Straße,Point(13.809549 51.032265),http://www.wikidata.org/entity/Q1591059,Hausdorf (Glashütte),Ortsteil von Glashütte,1277,nein,Ort,,,,,,Straße,Straße
1446,http://www.wikidata.org/entity/Q66214252,Fuchsstraße,Point(13.809609 51.050743),http://www.wikidata.org/entity/Q5746691,Albert Fuchs,"Schweizerisch-deutscher Komponist, Dirigent, Musikerzieher und Musikkritiker",1277,ja,Person real,,,,,,Straße,Straße
2749,http://www.wikidata.org/entity/Q72661106,Altlockwitz,Point(13.8097 50.988),http://www.wikidata.org/entity/Q1867643,Lockwitz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1257,ja,Ort,Stadtteil,,,,,Sonstige,Sonstige
1782,http://www.wikidata.org/entity/Q66213306,Maystraße,Point(13.809703 51.041996),,Christian Julius May,Advokat in Dresden,1277,ja,Person real,,,,,,Straße,Straße
2289,http://www.wikidata.org/entity/Q67468317,Mühlbacher Straße,Point(13.809705 51.035481),http://www.wikidata.org/entity/Q1536039,Mühlbach (Müglitztal),Ortsteil der Gemeinde Müglitztal,1277,nein,Ort,,,,,,Straße,Straße
1256,http://www.wikidata.org/entity/Q72662231,Dostojewskistraße,Point(13.80989 51.06271),http://www.wikidata.org/entity/Q991,Fjodor Michailowitsch Dostojewski,russischer Schriftsteller des 19. Jahrhunderts,1326,nein,Person real,,,,,,Straße,Straße
116,http://www.wikidata.org/entity/Q100936721,Mühlensteig,Point(13.80992 51.000037),,,,1257,ja,Gewerbe/Industrie,,,,,,Steig,Sonstige
2882,http://www.wikidata.org/entity/Q98174232,Südtiroler Straße,Point(13.80994 50.99716),http://www.wikidata.org/entity/Q15124,Südtirol,autonome Provinz in Italien,1257,nein,Region,,,,,,Straße,Straße
2445,http://www.wikidata.org/entity/Q99396057,Hermsdorfer Allee,Point(13.80994 51.15474),http://www.wikidata.org/entity/Q645661,Hermsdorf (Ottendorf-Okrilla),Ortsteil von Ottendorf-Okrilla,1108,nein,Ort,,,,,,Allee,Allee
2290,http://www.wikidata.org/entity/Q67468986,Aussiger Straße,Point(13.810054 51.032978),http://www.wikidata.org/entity/Q156974,Aussig (Tschechien),Stadt an der Elbe in Nordböhmen in Tschechien,1277,nein,Ort,,,,,,Straße,Straße
150,http://www.wikidata.org/entity/Q72661666,An der Niedermühle,Point(13.81008 50.99217),,,,1257,ja,Gewerbe/Industrie,,,,,,Sonstige,Sonstige
1430,http://www.wikidata.org/entity/Q66088087,Gustav-Freytag-Straße,Point(13.810094 51.043943),http://www.wikidata.org/entity/Q58811,Gustav Freytag,deutscher Schriftsteller und Politiker (1816–1895),1277,ja,Person real,,,,,,Straße,Straße
1849,http://www.wikidata.org/entity/Q98168852,Knoopstraße,Point(13.81011 51.0609),,Wilhelm Knoop,"Konsul, Stifter in Loschwitz",1326,ja,Person real,,,,,,Straße,Straße
1495,http://www.wikidata.org/entity/Q66214525,Draesekestraße,Point(13.810111 51.046165),http://www.wikidata.org/entity/Q505062,Felix Draeseke,deutscher Komponist,1277,ja,Person real,,,,,,Straße,Straße
698,http://www.wikidata.org/entity/Q99396197,Kap-herr-Weg,Point(13.81022 50.98615),http://www.wikidata.org/entity/Q1728288,Kap-herr,deutsches Adelsgeschlecht,1257,ja,Gruppe real,Adelsgeschlecht,,,,,Weg,Weg
3063,http://www.wikidata.org/entity/Q99396242,Kleine Feldgasse,Point(13.81023 51.14542),,,,1108,ja,Sonstige,,,,,,Gasse,Gasse
2207,http://www.wikidata.org/entity/Q95141970,Göppersdorfer Weg,Point(13.81027 50.9991),http://www.wikidata.org/entity/Q15096925,Göppersdorf (Bahretal),Ortsteil von Bahretal,1257,nein,Ort,,,,,,Weg,Weg
2400,http://www.wikidata.org/entity/Q67877586,Dittersdorfer Straße,Point(13.810789 51.029009),http://www.wikidata.org/entity/Q1121566,Dittersdorf (Glashütte),Ortsteil von Glashütte,1279,nein,Ort,,,,,,Straße,Straße
2549,http://www.wikidata.org/entity/Q567518,Loschwitzer Brücke,Point(13.810833333 51.053611111),http://www.wikidata.org/entity/Q8939,Loschwitz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland","01326, 01309",ja,Ort,,,,,,Brücke,Brücke
30,http://www.wikidata.org/entity/Q72661889,Berggut,Point(13.810983 51.150687),,,,1108,ja,Bauwerk/Infrastruktur,,,,,,Gut,Sonstige
897,http://www.wikidata.org/entity/Q68315461,Paracelsusstraße,Point(13.811008 51.023554),http://www.wikidata.org/entity/Q83428,Paracelsus,"Schweizer Arzt, Alchemist, Astrologe, Naturforscher, Mystiker, Laientheologe und Philosoph",1277,nein,Person real,,,,,,Straße,Straße
1192,http://www.wikidata.org/entity/Q97272796,Vollmarstraße,Point(13.81101 51.01597),http://www.wikidata.org/entity/Q91433,Georg von Vollmar,"deutscher Politiker (SPD), MdR, MdL",1237,nein,Person real,,,,,,Straße,Straße
1224,http://www.wikidata.org/entity/Q97273926,Lassallestraße,Point(13.81107 51.0196),http://www.wikidata.org/entity/Q75784,Ferdinand Lassalle,deutscher Schriftsteller und Politiker,1237,nein,Person real,,,,,,Straße,Straße
2402,http://www.wikidata.org/entity/Q67877766,Johnsbacher Weg,Point(13.811075 51.03),http://www.wikidata.org/entity/Q1702452,Johnsbach (Glashütte),Ortsteil von Glashütte,1279,nein,Ort,,,,,,Weg,Weg
3211,,Friedersdorfer Waldweg,Point(13.811198 51.1393156),,Friedersdorf (Weixdorf),,1108,ja,Ort,Stadtteil,,,,,Weg,Weg
627,http://www.wikidata.org/entity/Q72661664,An der Malte,Point(13.811236 50.981702),http://www.wikidata.org/entity/Q1704162,Maltengraben,Nebenfluss des Lockwitzbachs,1259,ja,weitere Geografika,Gewässer,,,,,Sonstige,Sonstige
1270,http://www.wikidata.org/entity/Q97262641,Wilhelm-Liebknecht-Straße,Point(13.81124 51.01187),http://www.wikidata.org/entity/Q20127,Wilhelm Liebknecht,deutscher sozialistischer Politiker (1826–1900),1257,nein,Person real,,,,,,Straße,Straße
2728,http://www.wikidata.org/entity/Q72661031,Altdobritz,Point(13.81129 51.01868),http://www.wikidata.org/entity/Q1233447,Dobritz (Dresden),Ortsteil von Dresden,1237,ja,Ort,Stadtteil,,,,,Sonstige,Sonstige
1306,http://www.wikidata.org/entity/Q66213849,Hofmannstraße,Point(13.811302 51.04182),,August Hofmann,Geschäftsführer der Baugenossenschaft „Daheim“,1277,ja,Person real,,,,,,Straße,Straße
2260,http://www.wikidata.org/entity/Q72662366,Falkenhainer Straße,Point(13.81134 50.99929),http://www.wikidata.org/entity/Q1394225,Falkenhain (Müglitztal),Ortsteil von Müglitztal,1257,nein,Ort,,,,,,Straße,Straße
2487,http://www.wikidata.org/entity/Q100565928,Grünberger Straße (WX),Point(13.811425 51.154111),,Grünberg (Ottendorf-Okrilla),,1108,nein,Ort,,,,,,Straße,Sonstige
785,http://www.wikidata.org/entity/Q72661700,An der Schloßgärtnerei,Point(13.81143 50.98787),,,,1257,ja,Bauwerk/Infrastruktur,,,,,,Sonstige,Sonstige
2155,http://www.wikidata.org/entity/Q72661970,Bornaer Weg,Point(13.81145 50.99707),http://www.wikidata.org/entity/Q15096918,Borna,Ortsteil von Bahretal,1257,nein,Ort,,,,,,Weg,Weg
1518,http://www.wikidata.org/entity/Q66087996,Heinrich-Schütz-Straße,Point(13.81149 51.04606),http://www.wikidata.org/entity/Q153643,Heinrich Schütz,deutscher Komponist und Musiker des Frühbarock,1277,ja,Person real,,,,,,Straße,Straße
2287,http://www.wikidata.org/entity/Q67465885,Weesensteiner Straße,Point(13.811591 51.034259),http://www.wikidata.org/entity/Q1114677,Schloss Wesenstein,Schloss und Ortsteil in Deutschland,1277,nein,Burg,,,,,,Straße,Straße
2403,http://www.wikidata.org/entity/Q67877853,Berthelsdorfer Weg,Point(13.811646 51.031303),http://www.wikidata.org/entity/Q827807,Berthelsdorf (Liebstadt),Ortsteil von Liebstadt,1279,nein,Ort,,,,,,Weg,Weg
2235,http://www.wikidata.org/entity/Q98173918,Wölkauer Straße,Point(13.81168 50.99184),http://www.wikidata.org/entity/Q1724349,Wölkau (Heidenau),Ortsteil von Heidenau (Sachsen),1257,nein,Ort,,,,,,Straße,Straße
688,http://www.wikidata.org/entity/Q97272621,Sorbenstraße,Point(13.81172 51.01509),http://www.wikidata.org/entity/Q146521,Sorben,"westslawisches Volk, nationale Minderheit in Brandenburg und Sachsen",1237,nein,Bevölkerungsgruppe,,,,,,Straße,Straße
1412,http://www.wikidata.org/entity/Q66215512,Ferdinand-Avenarius-Straße,Point(13.812052 51.047879),http://www.wikidata.org/entity/Q85155,Ferdinand Avenarius,deutscher Dichter,1277,ja,Person real,,,,,,Straße,Straße
1021,http://www.wikidata.org/entity/Q72662001,Breitscheidstraße,Point(13.81208 51.01184),http://www.wikidata.org/entity/Q70890,Rudolf Breitscheid,"deutscher Politiker (DV, SPD, USPD), MdR (1874–1944)",1237,nein,Person real,,,,,,Straße,Straße
2288,http://www.wikidata.org/entity/Q67467678,Berggießhübler Straße,Point(13.812131 51.036341),http://www.wikidata.org/entity/Q15096887,Berggießhübel (Bad Gottleuba-Berggießhübel),Ortsteil von Bad Gottleuba-Berggießhübel,1279,nein,Ort,,,,,,Straße,Straße
1405,http://www.wikidata.org/entity/Q66212546,Schaufußstraße,Point(13.812156 51.039653),http://www.wikidata.org/entity/Q15445019,Ludwig Wilhelm Schaufuß,deutscher Naturwissenschaftler (1833-1890),1277,ja,Person real,,,,,,Straße,Straße
15,http://www.wikidata.org/entity/Q72661530,Am Viertelacker,Point(13.81227 50.9866),,,,1259,ja,Abstrakta,,,,,,Sonstige,Sonstige
2796,http://www.wikidata.org/entity/Q99396379,Lausaer Höhe,Point(13.81228 51.15514),http://www.wikidata.org/entity/Q1713713,Lausa (Dresden),Ortsteil von Dresden,1108,ja,Ort,Stadtteil,,,,,Sonstige,Sonstige
1458,http://www.wikidata.org/entity/Q66213105,Ludwig-Hartmann-Straße,Point(13.812282 51.04125),http://www.wikidata.org/entity/Q1874501,Ludwig Hartmann,deutscher Komponist und Musikkritiker (1836-1910),1277,ja,Person real,,,,,,Straße,Straße
2492,http://www.wikidata.org/entity/Q100936590,Friedrichswalder Straße,Point(13.812284 50.999441),http://www.wikidata.org/entity/Q15096919,Friedrichswalde (Bahretal),Ortsteil von Bahretal,1257,nein,Ort,,,,,,Straße,Straße
1,http://www.wikidata.org/entity/Q68315686,Hahnemannstraße,Point(13.812362 51.023915),http://www.wikidata.org/entity/Q157056,Samuel Hahnemann,deutscher Arzt,1237,ja,Person real,,,,,,Straße,Straße
2236,http://www.wikidata.org/entity/Q98174391,Markersbacher Weg,Point(13.81245 50.99697),http://www.wikidata.org/entity/Q15096899,Markersbach (Bad Gottleuba-Berggießhübel),Ortsteil von Bad Gottleuba-Berggießhübel,1257,nein,Ort,,,,,,Weg,Weg
1758,http://www.wikidata.org/entity/Q97270530,Kadenstraße,Point(13.81246 51.01607),http://www.wikidata.org/entity/Q762225,August Kaden,"deutscher Politiker (SPD), MdR und MdL, Zigarrenfabrikant, Verleger",1237,ja,Person real,,,,,,Straße,Straße
2401,http://www.wikidata.org/entity/Q67877681,Löwenhainer Straße,Point(13.812595 51.030901),http://www.wikidata.org/entity/Q1879942,Löwenhain,Ort in Deutschland,1279,nein,Ort,,,,,,Straße,Straße
868,http://www.wikidata.org/entity/Q66212739,Simrockstraße,Point(13.812675 51.044181),http://www.wikidata.org/entity/Q70350,Karl Simrock,deutscher Dichter und Schriftsteller,1277,nein,Person real,,,,,,Straße,Straße
1173,http://www.wikidata.org/entity/Q99397148,Schillerstraße,Point(13.812772 51.060006),http://www.wikidata.org/entity/Q22670,Friedrich Schiller,"deutscher Dichter, Philosoph und Historiker",1326,ja,Person real,,,,,,Straße,Straße
952,http://www.wikidata.org/entity/Q68315888,Suttnerstraße,Point(13.812795 51.021702),http://www.wikidata.org/entity/Q18456,Bertha von Suttner,"österreichische Pazifistin, Friedensforscherin und Schriftstellerin (1843-1914)",1237,nein,Person real,,,,,,Straße,Straße
3010,http://www.wikidata.org/entity/Q72661707,An der Siedlung,Point(13.8129 50.99878),,,,1257,ja,Sonstige,,,,,,Siedlung,Sonstige
