Straßenname,Ortsname,lat,lon,adresse
Kaufbacher Weg,Kaufbach (Wilsdruff),51.0513781,13.570704,"Kaufbach, Wilsdruff, Sächsische Schweiz-Osterzgebirge, Sachsen, 01723, Deutschland"
Hühndorfer Weg,Hühndorf (Klipphausen),51.0686605,13.5698707,"Hühndorf, Klipphausen, Meißen, Sachsen, Deutschland"
Weistropper Weg,Weistropp (Klipphausen),51.0863503,13.585671,"Weistropp, Klipphausen, Meißen, Sachsen, 01640, Deutschland"
Unkersdorfer Landstraße,Unkersdorf,51.0564054,13.5915327,"Unkersdorf, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Weistropper Straße (CB),Weistropp (Klipphausen),51.0863503,13.585671,"Weistropp, Klipphausen, Meißen, Sachsen, 01640, Deutschland"
Steinbacher Grundstraße,Steinbach (Dresden),51.0437651,13.6028003,"Steinbach, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Oberwarthaer Straße,Oberwartha,51.0816091,13.6047327,"Oberwartha, Dresden, Sachsen, Deutschland"
Niederwarthaer Brücke,Niederwartha,51.090646,13.6064712,"Niederwartha, Cossebaude, Dresden, Sachsen, 01156, Deutschland"
Wurgwitzer Landstraße,Wurgwitz,51.0255828,13.6276404,"Wurgwitz, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01705, Deutschland"
Grunaweg,Gruna (Dresden),51.0332929,13.7864783,"Gruna, Blasewitz, Dresden, Sachsen, Deutschland"
Unkersdorfer Weg,Unkersdorf,51.0564054,13.5915327,"Unkersdorf, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Roitzscher Dorfstraße,Roitzsch,51.0539154,13.6092978,"Roitzsch, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Roitzscher Landstraße,Roitzsch,51.0539154,13.6092978,"Roitzsch, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Zöllmener Landstraße,Zöllmen,51.0430199,13.6109099,"Zöllmen, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Meißner Straße,Meißen,51.1630871,13.4704939,"Meißen, Sachsen, Deutschland"
Rennersdorfer Hauptstraße,Rennersdorf,51.069234,13.6085307,"Rennersdorf, Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Pennricher Feldrain,Pennrich,51.0441703,13.6236509,"Pennrich, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Dorfplatz-Brabschütz,Brabschütz,51.0697817,13.622591,"Brabschütz, Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Cossebauder Weg,Cossebaude,51.0876124,13.6298379,"Cossebaude, Dresden, Sachsen, 01156, Deutschland"
Podemuser Straße,Podemus,51.0611175,13.6266098,"Podemus, Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Pennricher Weg,Pennrich,51.0441703,13.6236509,"Pennrich, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Pennricher Höhe,Pennrich,51.0441703,13.6236509,"Pennrich, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Podemuser Hauptstraße,Podemus,51.0611175,13.6266098,"Podemus, Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Altpodemus,Podemus,51.0611175,13.6266098,"Podemus, Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Altnossener Straße,Nossen,51.0565934,13.2980726,"Nossen, Meißen, Sachsen, 01683, Deutschland"
Brabschützer Straße (CB),Brabschütz,51.0697817,13.622591,"Brabschütz, Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Podemuser Ring,Podemus,51.0611175,13.6266098,"Podemus, Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Gohliser Straße (CB),Gohlis (Dresden),51.0849897,13.6456255,"Gohlis, Dresdner Straße, Obergohlis, Cossebaude, Dresden, Sachsen, 01156, Deutschland"
Gompitzer Wirtschaftsweg,Gompitz,51.0435315,13.6377166,"Gompitz, Dresden, Sachsen, 01156, Deutschland"
Kohlsdorfer Weg,Kohlsdorf (Freital),51.031278,13.6341871,"Kohlsdorf, Wurgwitz, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01705, Deutschland"
Gompitzer Höhe,Gompitz,51.0435315,13.6377166,"Gompitz, Dresden, Sachsen, 01156, Deutschland"
Gompitzer Hang,Gompitz,51.0435315,13.6377166,"Gompitz, Dresden, Sachsen, 01156, Deutschland"
Alt-Leuteritzer Ring,Alt-Leuteritz,51.071719,13.6346813,"Alt-Leuteritz, Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Pennricher Ring,Pennrich,51.0441703,13.6236509,"Pennrich, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Cossebauder Straße (CB),Cossebaude,51.0876124,13.6298379,"Cossebaude, Dresden, Sachsen, 01156, Deutschland"
Altfrankener Höhe,Altfranken,51.0340852,13.6454145,"Altfranken, Dresden, Sachsen, Deutschland"
Kohlsdorfer Landstraße,Kohlsdorf (Freital),51.031278,13.6341871,"Kohlsdorf, Wurgwitz, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01705, Deutschland"
Ockerwitzer Weg,Ockerwitz,51.0559822,13.6439177,"Ockerwitz, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Dresdner Straße (CB),Dresden,51.0493286,13.7381437,"Dresden, Sachsen, Deutschland"
Merbitzer Ring,Merbitz,51.0675661,13.6400012,"Merbitz, Dresden, Sachsen, 01156, Deutschland"
Ockerwitzer Allee,Ockerwitz,51.0559822,13.6439177,"Ockerwitz, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Altgompitz,Gompitz,51.0435315,13.6377166,"Gompitz, Dresden, Sachsen, 01156, Deutschland"
Altfrankener Dorfstraße,Altfranken,51.0340852,13.6454145,"Altfranken, Dresden, Sachsen, Deutschland"
Ockerwitzer Dorfstraße,Ockerwitz,51.0559822,13.6439177,"Ockerwitz, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Gohliser Weg,Gohlis (Dresden),51.0849897,13.6456255,"Gohlis, Dresdner Straße, Obergohlis, Cossebaude, Dresden, Sachsen, 01156, Deutschland"
Altmobschatz,Mobschatz,51.0791557,13.6437255,"Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Pesterwitzer Schulweg,Pesterwitz (Freital),51.0281105,13.6539668,"Pesterwitz, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01169, Deutschland"
Ockerwitzer Ring,Ockerwitz,51.0559822,13.6439177,"Ockerwitz, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Wildbergstraße,Wildberg (Klipphausen),51.1013691,13.579277,"Wildberg, Klipphausen, Meißen, Sachsen, 01665, Deutschland"
Omsewitzer Höhe,Omsewitz,51.0542551,13.6589564,"Omsewitz, Cotta, Dresden, Sachsen, 01169, Deutschland"
Roitzscher Straße,Roitzsch (Nossen),51.2268183,13.3073161,"Bahnstrecke Riesa–Nossen, K 8084, Striegnitz, Dörschnitz, Lommatzsch, Meißen, Sachsen, 01623, Deutschland"
Miltitzer Straße,Miltitz (Klipphausen),51.1042291,13.4014526,"Miltitz, Klipphausen, Meißen, Sachsen, Deutschland"
Harthaer Straße,Hartha (Tharandt),50.9817173,13.5466472,"Kurort Hartha, Tharandt, Sächsische Schweiz-Osterzgebirge, Sachsen, 01737, Deutschland"
Briesnitzer Höhe,Briesnitz,51.0639097,13.6679675,"Briesnitz, Cotta, Dresden, Sachsen, 01157, Deutschland"
Altstetzsch,Stetzsch,51.0814688,13.6578325,"Stetzsch, Cotta, Dresden, Sachsen, 01157, Deutschland"
Brabschützer Straße,Brabschütz,51.0697817,13.622591,"Brabschütz, Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Altomsewitz,Omsewitz,51.0542551,13.6589564,"Omsewitz, Cotta, Dresden, Sachsen, 01169, Deutschland"
Flensburger Straße,Flensburg,54.7833021,9.4333264,"Flensburg, Schleswig-Holstein, Deutschland"
Podemusstraße,Podemus,51.0611175,13.6266098,"Podemus, Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Merbitzer Straße,Merbitz,51.0675661,13.6400012,"Merbitz, Dresden, Sachsen, 01156, Deutschland"
Serkowitzer Straße,Serkowitz,51.0952921,13.6587433,"Serkowitz, Radebeul, Meißen, Sachsen, Deutschland"
Pesterwitzer Straße,Pesterwitz (Freital),51.0281105,13.6539668,"Pesterwitz, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01169, Deutschland"
Altburgstädtel,Burgstädtel (Dresden),51.0539932,13.6641356,"Burgstädtel, Briesnitz, Omsewitz, Cotta, Dresden, Sachsen, 01157, Deutschland"
Wilsdruffer Ring,Wilsdruff,51.0524125,13.5362765,"Wilsdruff, Sächsische Schweiz-Osterzgebirge, Sachsen, 01723, Deutschland"
Neuburgstädtel,Burgstädtel (Dresden),51.0539932,13.6641356,"Burgstädtel, Briesnitz, Omsewitz, Cotta, Dresden, Sachsen, 01157, Deutschland"
Gompitzer Straße,Gompitz,51.0435315,13.6377166,"Gompitz, Dresden, Sachsen, 01156, Deutschland"
Am Briesnitzer Hang,Briesnitz,51.0639097,13.6679675,"Briesnitz, Cotta, Dresden, Sachsen, 01157, Deutschland"
Altgorbitzer Ring,Altgorbitz,51.0373753,13.6699837,"Altgorbitz, Niedergorbitz, Naußlitz, Roßthal, Cotta, Dresden, Sachsen, 01169, Deutschland"
Warthaer Straße,Oberwartha,51.0816091,13.6047327,"Oberwartha, Dresden, Sachsen, Deutschland"
Am Vorwerksfeld,Dresden,51.0493286,13.7381437,"Dresden, Sachsen, Deutschland"
Omsewitzer Grund,Omsewitz,51.0542551,13.6589564,"Omsewitz, Cotta, Dresden, Sachsen, 01169, Deutschland"
Omsewitzer Ring,Omsewitz,51.0542551,13.6589564,"Omsewitz, Cotta, Dresden, Sachsen, 01169, Deutschland"
Kaufbacher Straße,Kaufbach (Wilsdruff),51.0513781,13.570704,"Kaufbach, Wilsdruff, Sächsische Schweiz-Osterzgebirge, Sachsen, 01723, Deutschland"
Altleutewitz,Leutewitz,51.0564997,13.6713108,"Leutewitz, Cotta, Dresden, Sachsen, 01157, Deutschland"
Altgorbitz,Gorbitz,51.045189,13.6716625,"Gorbitz, Höhenpromenade, Gorbitz-Ost, Gorbitz, Cotta, Dresden, Sachsen, 01169, Deutschland"
Beerenhut,Beerenhut,51.0352323,13.6703405,"Beerenhut, Neunimptsch, Naußlitz, Roßthal, Cotta, Dresden, Sachsen, 01169, Deutschland"
Coventrystraße,Coventry,52.4081812,-1.510477,"Coventry, West Midlands, England, United Kingdom"
Helbigsdorfer Weg,Helbigsdorf (Wilsdruff),51.0287588,13.4747657,"Helbigsdorf, Wilsdruff, Sächsische Schweiz-Osterzgebirge, Sachsen, 01723, Deutschland"
Gorbitzer Straße,Gorbitz,51.045189,13.6716625,"Gorbitz, Höhenpromenade, Gorbitz-Ost, Gorbitz, Cotta, Dresden, Sachsen, 01169, Deutschland"
Altkaditz,Kaditz,51.0843554,13.6776905,"Kaditz, Pieschen, Dresden, Sachsen, 01139, Deutschland"
Herzogswalder Straße,Herzogswalde (Wilsdruff),51.0111309,13.4988689,"Herzogswalde, Wilsdruff, Sächsische Schweiz-Osterzgebirge, Sachsen, 01723, Deutschland"
Limbacher Weg,Limbach (Vogtland),50.6211887,12.2540669,"Limbach, Lambzig, Netzschkau, Netzschkau-Limbach, Vogtlandkreis, Sachsen, 08491, Deutschland"
Meißner Landstraße,Meißen,51.1630871,13.4704939,"Meißen, Sachsen, Deutschland"
Neunimptscher Straße,Neunimptsch (Dresden),51.0359871,13.6723772,"Neunimptsch, Naußlitz, Roßthal, Cotta, Dresden, Sachsen, 01169, Deutschland"
Wölfnitzer Ring,Wölfnitz,51.0403342,13.6777302,"Wölfnitz, Cotta, Dresden, Sachsen, 01169, Deutschland"
Fürstenhainer Straße,Fürstenhain (Radebeul),51.10374,13.6366478,"Fürstenhain, Kötzschenbroda, Radebeul, Meißen, Sachsen, 01445, Deutschland"
Leutewitzer Ring,Leutewitz,51.0564997,13.6713108,"Leutewitz, Cotta, Dresden, Sachsen, 01157, Deutschland"
Hetzdorfer Straße,Hetzdorf (Halsbrücke),50.9732555,13.4606894,"Hetzdorf/Halsbrücke, Herrndorfer Straße, Herrndorf, Hetzdorf, Halsbrücke, Mittelsachsen, Sachsen, 09633, Deutschland"
Weistropper Straße,Weistropp (Klipphausen),51.0863503,13.585671,"Weistropp, Klipphausen, Meißen, Sachsen, 01640, Deutschland"
Alte Meißner Landstraße,Meißen,51.1630871,13.4704939,"Meißen, Sachsen, Deutschland"
Altbriesnitz,Briesnitz,51.0639097,13.6679675,"Briesnitz, Cotta, Dresden, Sachsen, 01157, Deutschland"
Übigauer Straße,Übigau,51.0713098,13.6931327,"Übigau, Pieschen, Dresden, Sachsen, 01139, Deutschland"
Ockerwitzer Straße,Ockerwitz,51.0559822,13.6439177,"Ockerwitz, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Tanneberger Weg,Tanneberg (Klipphausen),51.0509902,13.4119264,"Tanneberg, Klipphausen, Meißen, Sachsen, 01665, Deutschland"
Olbernhauer Straße,Olbernhau,50.6564031,13.345242,"Olbernhau, Erzgebirgskreis, Sachsen, 09526, Deutschland"
Altroßthal,Roßthal,51.0330959,13.6755363,"Roßthal, Cotta, Dresden, Sachsen, 01169, Deutschland"
Pohrsdorfer Weg,Pohrsdorf,50.9982532,13.5298087,"Pohrsdorf, Tharandt, Sächsische Schweiz-Osterzgebirge, Sachsen, 01737, Deutschland"
Saalhausener Straße,Saalhausen (Freital),51.0112972,13.6161191,"Saalhausen, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland"
Altwölfnitz,Wölfnitz,51.0403342,13.6777302,"Wölfnitz, Cotta, Dresden, Sachsen, 01169, Deutschland"
Seußlitzer Straße,Seußlitz (Diesbar-Seußlitz),51.2403618,13.4214106,"Seußlitz, Diesbar-Seußlitz, Nünchritz, Meißen, Sachsen, 01612, Deutschland"
Birkigter Straße,Birkigt (Freital),51.0112482,13.67759,"Birkigt, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01189, Deutschland"
Mobschatzer Straße,Mobschatz,51.0791557,13.6437255,"Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Gleinaer Straße,Gleina,51.2602401,11.720217,"Gleina, Unstruttal, Burgenlandkreis, Sachsen-Anhalt, Deutschland"
Zitzschewiger Straße,Zitzschewig (Radebeul),51.1184894,13.603764,"Zitzschewig, Radebeul, Meißen, Sachsen, Deutschland"
Düsseldorfer Straße,Düsseldorf,51.2254018,6.7763137,"Düsseldorf, Nordrhein-Westfalen, Deutschland"
Zöllmener Straße,Zöllmen,51.0430199,13.6109099,"Zöllmen, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Steinbacher Straße,Steinbach (Dresden),51.0437651,13.6028003,"Steinbach, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Annaberger Straße,Annaberg (Annaberg-Buchholz),50.5805503,13.0016874,"Annaberg, Annaberg-Buchholz, Erzgebirgskreis, Sachsen, 09456, Deutschland"
Wurgwitzer Straße,Wurgwitz,51.0255828,13.6276404,"Wurgwitz, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01705, Deutschland"
Cossebauder Straße,Cossebaude,51.0876124,13.6298379,"Cossebaude, Dresden, Sachsen, 01156, Deutschland"
Hainichener Straße,Hainichen,50.9725862,13.1229747,"Hainichen, Mittelsachsen, Sachsen, 09661, Deutschland"
Darmstädter Straße,Darmstadt,49.872775,8.651177,"Darmstadt, Hessen, Deutschland"
Dölzschener Ring,Dölzschen,51.0263636,13.689257,"Dölzschen, Cotta, Dresden, Sachsen, 01159, Deutschland"
Koblenzer Straße,Koblenz,50.3533278,7.5943951,"Koblenz, Rheinland-Pfalz, Deutschland"
Kötitzer Straße,Kötitz (Coswig),51.1189743,13.57257,"Kötitz, Coswig, Meißen, Sachsen, Deutschland"
Omsewitzer Straße,Omsewitz,51.0542551,13.6589564,"Omsewitz, Cotta, Dresden, Sachsen, 01169, Deutschland"
Bonner Straße,Bonn,50.7352621,7.1024635,"Bonn, Nordrhein-Westfalen, Deutschland"
Altnaußlitz,Naußlitz (Ralbitz-Rosenthal),51.2863098,14.2509975,"Naußlitz - Nowoslicy, Ralbitz-Rosenthal - Ralbicy-Róžant, Am Klosterwasser, Bautzen - Budyšin, Sachsen, 01920, Deutschland"
Roßweiner Straße,Roßwein,51.0838863,13.2112442,"Roßwein, Mittelsachsen, Sachsen, 04741, Deutschland"
Birkigter Hang,Birkigt (Freital),51.0112482,13.67759,"Birkigt, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01189, Deutschland"
Kölner Straße,Köln,50.938361,6.959974,"Köln, Nordrhein-Westfalen, Deutschland"
Leutewitzer Straße,Leutewitz,51.0564997,13.6713108,"Leutewitz, Cotta, Dresden, Sachsen, 01157, Deutschland"
Rüdesheimer Straße,Rüdesheim am Rhein,50.0293,7.8902,"Rüdesheim am Rhein, Rheingau-Taunus-Kreis, Hessen, 65385, Deutschland"
Kesselsdorfer Straße,Kesselsdorf,51.0322245,13.5942849,"Kesselsdorf, Wilsdruff, Sächsische Schweiz-Osterzgebirge, Sachsen, 01156, Deutschland"
Altcotta,Cotta,51.0577378,13.6824944,"Cotta, Dresden, Sachsen, 01157, Deutschland"
Naußlitzer Straße,Naußlitz,51.0338644,13.6860039,"Naußlitz, Cotta, Dresden, Sachsen, 01159, Deutschland"
Mülheimer Straße,Mülheim an der Ruhr,51.4272925,6.8829192,"Mülheim an der Ruhr, Nordrhein-Westfalen, Deutschland"
Braunsdorfer Straße,Braunsdorf (Wilsdruff),51.0168066,13.5731578,"Braunsdorf, Wilsdruff, Sächsische Schweiz-Osterzgebirge, Sachsen, 01737, Deutschland"
Altdölzschen,Dölzschen,51.0263636,13.689257,"Dölzschen, Cotta, Dresden, Sachsen, 01159, Deutschland"
Klipphausener Straße,Klipphausen,51.0749571,13.5293546,"Klipphausen, Meißen, Sachsen, Deutschland"
Binger Straße,Bingen am Rhein,49.9675456,7.8944,"Bingen am Rhein, Landkreis Mainz-Bingen, Rheinland-Pfalz, 55411, Deutschland"
Hultschiner Straße,Hlučín,49.896755,18.1870424,"Hlučín, okres Opava, Moravskoslezský kraj, Moravskoslezsko, 748 01, Česko"
Birkenhainer Straße,Birkenhain (Wilsdruff),51.056695,13.4864143,"Birkenhain, Wilsdruff, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland"
Grillenburger Straße,Grillenburg,50.9527591,13.5075118,"Grillenburg, Tharandt, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland"
Hersfelder Straße,Bad Hersfeld,50.8604177,9.6767709,"Bad Hersfeld, Landkreis Hersfeld-Rotenburg, Hessen, 36251, Deutschland"
Potschappler Straße,Potschappel (Freital),51.0131482,13.662626,"Potschappel, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland"
Rabenauer Straße,Rabenau,50.9631279,13.6418236,"Rabenau, Sächsische Schweiz-Osterzgebirge, Sachsen, 01734, Deutschland"
Rennersdorfer Straße,Rennersdorf,51.069234,13.6085307,"Rennersdorf, Mobschatz, Dresden, Sachsen, 01156, Deutschland"
Sachsdorfer Straße,Sachsdorf (Klipphausen),51.0683995,13.5350025,"Sachsdorf, Klipphausen, Meißen, Sachsen, 01723, Deutschland"
Gießener Straße,Gießen,50.5808795,8.6938161,"Gießen, Landkreis Gießen, Hessen, Deutschland"
Essener Straße,Essen,51.4582235,7.0158171,"Essen, Nordrhein-Westfalen, Deutschland"
Kasseler Straße,Kassel,51.3157833,9.4978479,"Kassel, Hessen, Deutschland"
Malterstraße,Malter (Dippoldiswalde),50.9199287,13.6603457,"Malter, Dippoldiswalde, Sächsische Schweiz-Osterzgebirge, Sachsen, 01734, Deutschland"
Pennricher Straße,Pennrich,51.0441703,13.6236509,"Pennrich, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Freitaler Straße,Freital,51.016265,13.6530329,"Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01705, Deutschland"
Unkersdorfer Straße,Unkersdorf,51.0564054,13.5915327,"Unkersdorf, Gompitz, Dresden, Sachsen, 01156, Deutschland"
Deubener Straße,Deuben (Freital),50.9961024,13.6456544,"Deuben, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01705, Deutschland"
Wiesbadener Straße,Wiesbaden,50.0820384,8.2416556,"Wiesbaden, Hessen, Deutschland"
Hühndorfer Straße,Hühndorf (Klipphausen),51.0686605,13.5698707,"Hühndorf, Klipphausen, Meißen, Sachsen, Deutschland"
Kohlsdorfer Straße,Kohlsdorf (Freital),51.031278,13.6341871,"Kohlsdorf, Wurgwitz, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01705, Deutschland"
Offenburger Straße,Offenburg,48.4695984,7.9429235,"Offenburg, Verwaltungsgemeinschaft Offenburg, Ortenaukreis, Baden-Württemberg, Deutschland"
Hohendölzschener Straße,Dölzschen,51.0263636,13.689257,"Dölzschen, Cotta, Dresden, Sachsen, 01159, Deutschland"
Karlsruher Straße,Karlsruhe,49.0068705,8.4034195,"Karlsruhe, Baden-Württemberg, Deutschland"
Coschützer Hang,Coschütz,51.0173107,13.7014868,"Coschütz, Plauen, Dresden, Sachsen, 01189, Deutschland"
Grumbacher Straße,Grumbach (Wilsdruff),51.0314791,13.5445044,"Grumbach, Wilsdruff, Sächsische Schweiz-Osterzgebirge, Sachsen, 01723, Deutschland"
Hermsdorfer Straße,Oberhermsdorf,51.019936,13.5906341,"Oberhermsdorf, Wilsdruff, Sächsische Schweiz-Osterzgebirge, Sachsen, 01737, Deutschland"
Altcoschütz,Coschütz,51.0173107,13.7014868,"Coschütz, Plauen, Dresden, Sachsen, 01189, Deutschland"
Kleinnaundorfer Straße,Kleinnaundorf,50.9950125,13.6907319,"Kleinnaundorf, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01189, Deutschland"
Gohliser Straße,Gohlis (Dresden),51.0849897,13.6456255,"Gohlis, Dresdner Straße, Obergohlis, Cossebaude, Dresden, Sachsen, 01156, Deutschland"
Lübecker Straße,Lübeck,53.866444,10.684738,"Lübeck, Schleswig-Holstein, Deutschland"
Scharfenberger Straße,Scharfenberg (Klipphausen),51.1191419,13.5133537,"Scharfenberg, Klipphausen, Meißen, Sachsen, Deutschland"
Zauckeroder Straße,Zauckerode (Freital),51.0174579,13.6396931,"Zauckerode, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland"
Kaditzer Straße,Kaditz,51.0843554,13.6776905,"Kaditz, Pieschen, Dresden, Sachsen, 01139, Deutschland"
Hamburger Straße,Hamburg,53.550341,10.000654,"Hamburg, Deutschland"
Pieschener Straße,Pieschen,51.0831018,13.7225624,"Pieschen, Dresden, Sachsen, 01127, Deutschland"
Sörnewitzer Straße,Sörnewitz (Coswig),51.1376296,13.5202868,"Sörnewitz, Coswig, Meißen, Sachsen, Deutschland"
Dölzschener Straße,Dölzschen,51.0263636,13.689257,"Dölzschen, Cotta, Dresden, Sachsen, 01159, Deutschland"
Radebeuler Straße,Radebeul,51.0999765,13.6767995,"Radebeul, Meißen, Sachsen, 01445, Deutschland"
Heidelberger Straße,Heidelberg,49.4093582,8.694724,"Heidelberg, Baden-Württemberg, Deutschland"
Mainzer Straße,Mainz,49.9995205,8.2736253,"Mainz, Bodenheim, Rheinland-Pfalz, Deutschland"
Altübigau,Übigau,51.0713098,13.6931327,"Übigau, Pieschen, Dresden, Sachsen, 01139, Deutschland"
Altlöbtau,Löbtau,51.0413452,13.6984581,"Löbtau, Cotta, Dresden, Sachsen, 01159, Deutschland"
Meißner Straße (Trachau),Meißen,51.1630871,13.4704939,"Meißen, Sachsen, Deutschland"
Mohorner Straße,Mohorn (Wilsdruff),51.0016525,13.4599999,"Mohorn, Wilsdruff, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland"
Tharandter Straße,Tharandt,50.9853391,13.5794907,"Tharandt, Sächsische Schweiz-Osterzgebirge, Sachsen, 01737, Deutschland"
Altfrankener Straße,Altfranken,51.0340852,13.6454145,"Altfranken, Dresden, Sachsen, Deutschland"
Mannheimer Straße,Mannheim,49.4892913,8.4673098,"Mannheim, Baden-Württemberg, Deutschland"
Heilbronner Straße,Heilbronn,49.142291,9.218655,"Heilbronn, Baden-Württemberg, Deutschland"
Colmnitzer Straße,Colmnitz (Klingenberg),50.9099397,13.4914391,"Colmnitz, Klingenberg, Sächsische Schweiz-Osterzgebirge, Sachsen, 01774, Deutschland"
Frankfurter Straße,Frankfurt am Main,50.1106444,8.6820917,"Frankfurt am Main, Hessen, Deutschland"
Altmickten,Mickten,51.0781249,13.7070254,"Mickten, Pieschen, Dresden, Sachsen, 01139, Deutschland"
Waldheimer Straße,Waldheim,51.0770643,13.0157798,"Waldheim, Mittelsachsen, Sachsen, 04736, Deutschland"
Kreuznacher Straße,Bad Kreuznach,49.8490413,7.8626661,"Landkreis Bad Kreuznach, Rheinland-Pfalz, Deutschland"
Rastatter Straße,Rastatt,48.8574209,8.2088088,"Rastatt, Vereinbarte Verwaltungsgemeinschaft Rastatt, Landkreis Rastatt, Baden-Württemberg, 76437, Deutschland"
Tübinger Straße,Tübingen,48.5203263,9.053596,"Tübingen, Landkreis Tübingen, Baden-Württemberg, Deutschland"
Niederhäslicher Weg,Niederhäslich (Freital),50.9888388,13.6651092,"Niederhäslich, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01705, Deutschland"
Brockwitzer Straße,Brockwitz (Coswig),51.136219,13.5574709,"Brockwitz, Coswig, Meißen, Sachsen, 01640, Deutschland"
Saarbrückener Straße,Saarbrücken,49.234362,6.996379,"Saarbrücken, Regionalverband Saarbrücken, Saarland, Deutschland"
Döhlener Straße,Döhlen (Freital),51.0070347,13.6475354,"Döhlen, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01705, Deutschland"
Ölsaer Weg,Oelsa (Rabenau),50.9508803,13.6659741,"Oelsa, Rabenau, Sächsische Schweiz-Osterzgebirge, Sachsen, 01734, Deutschland"
Hainsberger Straße,Hainsberg (Freital),50.9777786,13.625201,"Hainsberg, Coßmannsdorf, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, 01705, Deutschland"
Pforzheimer Straße,Pforzheim,48.890934,8.7025509,"Pforzheim, Baden-Württemberg, Deutschland"
Lommatzscher Straße,Lommatzsch,51.1952586,13.3111561,"Lommatzsch, Meißen, Sachsen, 01623, Deutschland"
Stuttgarter Straße,Stuttgart,48.7784485,9.1800132,"Stuttgart, Baden-Württemberg, Deutschland"
Altplauen,Plauen,50.4950632,12.1346523,"Plauen, Vogtlandkreis, Sachsen, Deutschland"
Bremer Straße,Bremen,53.0758196,8.8071646,"Bremen, Deutschland"
Landauer Straße,Landau in der Pfalz,49.1982825,8.1123441,"Landau in der Pfalz, Rheinland-Pfalz, Deutschland"
Reutlinger Weg,Reutlingen,48.4919508,9.2114144,"Reutlingen, Landkreis Reutlingen, Baden-Württemberg, Deutschland"
Coschützer Straße,Coschütz,51.0173107,13.7014868,"Coschütz, Plauen, Dresden, Sachsen, 01189, Deutschland"
Coschützer Höhe,Coschütz,51.0173107,13.7014868,"Coschütz, Plauen, Dresden, Sachsen, 01189, Deutschland"
Hildesheimer Straße,Hildesheim,52.1527188,9.9518083,"Hildesheim, Landkreis Hildesheim, Niedersachsen, Deutschland"
Naundorfer Straße,Naundorf (Radebeul),51.1114741,13.6064198,"Naundorf, Radebeul, Meißen, Sachsen, Deutschland"
Löbtauer Brücke,Löbtau,51.0413452,13.6984581,"Löbtau, Cotta, Dresden, Sachsen, 01159, Deutschland"
